Image Title,Metadata Key,Metadata Value,Depicts Statement
"File:KITLV A500 - Twee mannen in het spoor van de lava en de modder bij Blitar na de uitbarsting van de Keloed, KITLV 80690.tiff",Credit,"<a rel=""nofollow"" class=""external free"" href=""http://hdl.handle.net/1887.1/item:707899"">http://hdl.handle.net/1887.1/item:707899</a>",
"File:KITLV A500 - Twee mannen in het spoor van de lava en de modder bij Blitar na de uitbarsting van de Keloed, KITLV 80690.tiff",Artist,"<span lang=""en"">Anonymous</span><span style=""display:none"">Unknown author</span>",
"File:KITLV A500 - Twee mannen in het spoor van de lava en de modder bij Blitar na de uitbarsting van de Keloed, KITLV 80690.tiff",LicenseShortName,CC BY 4.0,
"File:KITLV A500 - Twee mannen in het spoor van de lava en de modder bij Blitar na de uitbarsting van de Keloed, KITLV 80690.tiff",UsageTerms,Creative Commons Attribution 4.0,
"File:KITLV A500 - Twee mannen in het spoor van de lava en de modder bij Blitar na de uitbarsting van de Keloed, KITLV 80690.tiff",AttributionRequired,true,
"File:KITLV A500 - Twee mannen in het spoor van de lava en de modder bij Blitar na de uitbarsting van de Keloed, KITLV 80690.tiff",LicenseUrl,https://creativecommons.org/licenses/by/4.0,
"File:KITLV A500 - Twee mannen in het spoor van de lava en de modder bij Blitar na de uitbarsting van de Keloed, KITLV 80690.tiff",Copyrighted,True,
"File:KITLV A500 - Twee mannen in het spoor van de lava en de modder bij Blitar na de uitbarsting van de Keloed, KITLV 80690.tiff",Restrictions,,
"File:KITLV A500 - Twee mannen in het spoor van de lava en de modder bij Blitar na de uitbarsting van de Keloed, KITLV 80690.tiff",License,cc-by-4.0,
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,DateTime,2023-06-29 00:42:14,
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,ObjectName,"<div class=""fn"">
原子炮術與原子彈</div>",
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,CommonsMetadataExtension,1.2,
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,Categories,Books without Wikidata item|Images with watermarks|PD-scan (PD-China)|PD China|Republic Era Literature in the National Library of China|原子炮術與原子彈,
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,Assessments,,
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,Artist,"<div class=""fn value"">
〔加〕饒伯森（Robertson）</div>",
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,ImageDescription,"<div class=""description"">
分14章：物質是微粒組成的、發射帶電的質點、宇宙線、製造轟擊原子的巨炮、原子核的構造、核分裂與連鎖反應、原子彈等。有著者原序（1945年9月3日於加拿大康斯通可恩斯大學），譯者序。附錄：雲箱等2種。</div>",
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,Credit,"<bdi><a href=""https://en.wikipedia.org/wiki/en:National_Library_of_China"" class=""extiw"" title=""w:en:National Library of China""><span title=""library in Beijing, China"">National Library of China</span></a>
</bdi>",
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,LicenseShortName,Public domain,
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,UsageTerms,Public domain,
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,AttributionRequired,false,
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,Copyrighted,False,
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,Restrictions,,
File:NLC511-023031404023651-9887 原子炮術與原子彈.pdf,License,pd,
File:A35-20130605-134 (9387313349).jpg,DateTime,2017-12-02 19:08:59,
File:A35-20130605-134 (9387313349).jpg,ObjectName,A35-20130605-134 (9387313349),
File:A35-20130605-134 (9387313349).jpg,CommonsMetadataExtension,1.2,
File:A35-20130605-134 (9387313349).jpg,Categories,Flickr images reviewed by FlickreviewR 2|Photographs by Hsu Hong Lin|Unidentified Lepidoptera specimens photographs taken by Hsu Hong Lin,
File:A35-20130605-134 (9387313349).jpg,Assessments,,
File:A35-20130605-134 (9387313349).jpg,ImageDescription,A35-20130605-134,
File:A35-20130605-134 (9387313349).jpg,DateTimeOriginal,2013-07-25 10:40,
File:A35-20130605-134 (9387313349).jpg,Credit,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/photos/hsuhong/9387313349/"">A35-20130605-134</a>",
File:A35-20130605-134 (9387313349).jpg,Artist,"<a rel=""nofollow"" class=""external text"" href=""https://www.flickr.com/people/44837798@N00"">Hsu Hong Lin</a> from 南投縣集集鎮, 中華民國",
File:A35-20130605-134 (9387313349).jpg,LicenseShortName,CC BY 2.0,
File:A35-20130605-134 (9387313349).jpg,UsageTerms,Creative Commons Attribution 2.0,
File:A35-20130605-134 (9387313349).jpg,AttributionRequired,true,
File:A35-20130605-134 (9387313349).jpg,LicenseUrl,https://creativecommons.org/licenses/by/2.0,
File:A35-20130605-134 (9387313349).jpg,Copyrighted,True,
File:A35-20130605-134 (9387313349).jpg,Restrictions,,
File:A35-20130605-134 (9387313349).jpg,License,cc-by-2.0,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,DateTime,2009-11-15 02:08:18,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,ObjectName,Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,CommonsMetadataExtension,1.2,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,Categories,2008 in West Virginia|Files with coordinates missing SDC location of creation|Fluvial geomorphology of West Virginia|Images taken by Quercus montana|North River (Cacapon River)|Pages with maps|Photographs taken on 2008-10-13|Self-published work,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,Assessments,,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,GPSLatitude,39.402091,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,GPSLongitude,-78.424476,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,GPSMapDatum,WGS-84,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,ImageDescription,"<a href=""https://en.wikipedia.org/wiki/North_River_(Cacapon_River)"" class=""extiw"" title=""w:North River (Cacapon River)"">North River</a> viewed from North River Bridge carrying Gaston Road (County Route 45/7) near <a href=""https://en.wikipedia.org/wiki/Forks_of_Cacapon,_West_Virginia"" class=""extiw"" title=""w:Forks of Cacapon, West Virginia"">Forks of Cacapon</a>, <a href=""https://en.wikipedia.org/wiki/West_Virginia"" class=""extiw"" title=""w:West Virginia"">West Virginia</a>, <a href=""https://en.wikipedia.org/wiki/United_States"" class=""extiw"" title=""w:United States"">United States</a>.",
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,DateTimeOriginal,2008-10-13,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,Credit,"<span class=""int-own-work"" lang=""en"">Own work</span>",
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,Artist,"<a href=""//commons.wikimedia.org/wiki/User:Justin.A.Wilcox"" class=""mw-redirect"" title=""User:Justin.A.Wilcox"">Justin A. Wilcox</a>, <a href=""https://en.wikipedia.org/wiki/Romney,_West_Virginia"" class=""extiw"" title=""w:Romney, West Virginia"">Romney</a>, <a href=""https://en.wikipedia.org/wiki/West_Virginia"" class=""extiw"" title=""w:West Virginia"">West Virginia</a>, <a href=""https://en.wikipedia.org/wiki/United_States"" class=""extiw"" title=""w:United States"">United States</a>",
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,Permission,"<style data-mw-deduplicate=""TemplateStyles:r666199556"">.mw-parser-output .responsive-license-cc{clear:both;text-align:center;box-sizing:border-box;width:100%;justify-content:space-around;align-items:center;margin:0.5em auto;background-color:#f9f9f9;border:2px solid #e0e0e0;border-spacing:8px;display:flex}.mw-parser-output .responsive-license-cc div{margin:4px}.mw-parser-output .rlicense-text div{margin:0.5em auto}@media screen and (max-width:640px){.mw-parser-output .responsive-license-cc{flex-flow:column}.mw-parser-output .rlicense-text{order:1}}</style><div class=""responsive-license-cc layouttemplate licensetpl mw-content-ltr"" lang=""en""><div class=""rlicense-icons""><span typeof=""mw:File""><span title=""w:en:Creative Commons""><img alt=""w:en:Creative Commons"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/CC_some_rights_reserved.svg/90px-CC_some_rights_reserved.svg.png"" decoding=""async"" width=""90"" height=""36"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/CC_some_rights_reserved.svg/135px-CC_some_rights_reserved.svg.png 1.5x, https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/CC_some_rights_reserved.svg/180px-CC_some_rights_reserved.svg.png 2x"" data-file-width=""744"" data-file-height=""300""></span></span><br><span typeof=""mw:File""><span title=""attribution""><img alt=""attribution"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Cc-by_new_white.svg/24px-Cc-by_new_white.svg.png"" decoding=""async"" width=""24"" height=""24"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Cc-by_new_white.svg/36px-Cc-by_new_white.svg.png 1.5x, https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Cc-by_new_white.svg/48px-Cc-by_new_white.svg.png 2x"" data-file-width=""64"" data-file-height=""64""></span></span> <span typeof=""mw:File""><span title=""share alike""><img alt=""share alike"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Cc-sa_white.svg/24px-Cc-sa_white.svg.png"" decoding=""async"" width=""24"" height=""24"" class=""mw-file-element"" srcset=""https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Cc-sa_white.svg/36px-Cc-sa_white.svg.png 1.5x, https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Cc-sa_white.svg/48px-Cc-sa_white.svg.png 2x"" data-file-width=""64"" data-file-height=""64""></span></span></div><div class=""rlicense-text""><div class=""rlicense-declaration"">This file is licensed under the <a href=""https://en.wikipedia.org/wiki/en:Creative_Commons"" class=""extiw"" title=""w:en:Creative Commons"">Creative Commons</a> <a rel=""nofollow"" class=""external text"" href=""https://creativecommons.org/licenses/by-sa/3.0/deed.en"">Attribution-Share Alike 3.0 Unported</a> license.</div><div class=""rlicense-attr"" style=""font-weight: bold;"">Attribution: <span style=""font-size:larger;"" class=""licensetpl_attr"">Justin A. Wilcox</span></div><div class=""rlicense-desc"" style=""text-align:left;"" lang=""en"">
<dl><dd>You are free:
<ul><li><b>to share</b> – to copy, distribute and transmit the work</li>
<li><b>to remix</b> – to adapt the work</li></ul></dd>
<dd>Under the following conditions:
<ul><li><b>attribution</b> – You must give appropriate credit, provide a link to the license, and indicate if changes were made. You may do so in any reasonable manner, but not in any way that suggests the licensor endorses you or your use.</li>
<li><b>share alike</b> – If you remix, transform, or build upon the material, you must distribute your contributions under the <a rel=""nofollow"" class=""external text"" href=""https://creativecommons.org/share-your-work/licensing-considerations/compatible-licenses"">same or compatible license</a> as the original.</li></ul></dd></dl></div><span class=""licensetpl_link"" style=""display:none;"">https://creativecommons.org/licenses/by-sa/3.0</span><span class=""licensetpl_short"" style=""display:none;"">CC BY-SA 3.0 </span><span class=""licensetpl_long"" style=""display:none;"">Creative Commons Attribution-Share Alike 3.0 </span><span class=""licensetpl_link_req"" style=""display:none;"">true</span><span class=""licensetpl_attr_req"" style=""display:none;"">true</span></div></div>",
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,LicenseShortName,CC BY-SA 3.0,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,UsageTerms,Creative Commons Attribution-Share Alike 3.0,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,AttributionRequired,true,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,Attribution,Justin A. Wilcox,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,LicenseUrl,https://creativecommons.org/licenses/by-sa/3.0,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,Copyrighted,True,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,Restrictions,,
File:Gaston Road Bridge Forks of Cacapon WV 2009 10 13 03.jpg,License,cc-by-sa-3.0,
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",DateTime,2023-10-17 10:08:11,
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",ObjectName,"<div class=""fn"">
Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762</div>",
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",CommonsMetadataExtension,1.2,
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",Categories,"Artworks without Wikidata item|Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238|Files from Gallica|Files with no machine-readable author|Gallica scans|Manuscripts from Gallica (Bibliothèque nationale de France) uploaded by Gzen92Bot",
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",Assessments,,
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",ImageDescription,"Sujet : Comédie-Italienne (Paris ; 1716-1780)
<p>Comprend les dépenses et les recettes des spectacles, la distribution des comédiens par spectacle, ainsi qu'au début du registre la situation générale de la Comédie-Italienne au 1er avril 1761 avec le tableau complet des personnels du théâtre et leurs appointements. - Au 1er janvier 1762, la Comédie-Italienne absorbe une partie de la troupe de l'Opéra-Comique. - Les feuillets du registre ont été cotés et paraphés à Paris le 18 mars 1761 par Papillon de la Ferté, contrôleur général de l'Argenterie, des Menus Plaisirs et affaires de la chambre de sa Majesté
Archives
Linguet, Jean-Baptiste (17..-17..). Rédacteur
Papillon de La Ferté, Denis Pierre Jean (1727-1794). Signataire
</p>
Langue : français",
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",DateTimeOriginal,"between 1761 and 1762<div style=""display: none;"">date QS:P571,+1761-00-00T00:00:00Z/8,P1319,+1761-00-00T00:00:00Z/9,P1326,+1762-00-00T00:00:00Z/9</div>",
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",Credit,Bibliothèque nationale de France,
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",Permission,"This image from the <a href=""https://en.wikipedia.org/wiki/Biblioth%C3%A8que_nationale_de_France"" class=""extiw"" title=""en:Bibliothèque nationale de France"">Bibliothèque nationale de France</a> (BnF) is a <a href=""//commons.wikimedia.org/wiki/Commons:When_to_use_the_PD-scan_tag"" title=""Commons:When to use the PD-scan tag"">reproduction by scanning of a bidimensional work that is now in the public domain</a> (<a href=""//commons.wikimedia.org/wiki/Template:PD-scan"" title=""Template:PD-scan""><span style=""font-family:monospace,monospace;"">{{PD-scan}}</span></a>). For this reason, it is in the <b><a href=""https://en.wikipedia.org/wiki/public_domain"" class=""extiw"" title=""w:public domain"">public domain</a></b>. <br>This image can also be seen on Gallica: <a rel=""nofollow"" class=""external text"" href=""http://visualiseur.bnf.fr/Visualiseur?Destination=Gallica&amp;O=btv1b531401238"">Image btv1b531401238</a>.
<hr>",
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",LicenseShortName,Public domain,
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",UsageTerms,Public domain,
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",AttributionRequired,false,
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",Copyrighted,False,
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",Restrictions,,
"File:Dépenses et recettes journalières de la Comédie-Italienne, du 2 avril 1761 au 1er avril 1762 - btv1b531401238 (067 of 411).jpg",License,pd,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",DateTime,2010-08-03 00:47:07,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",ObjectName,"Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše",
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",CommonsMetadataExtension,1.2,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",Categories,Dr. E. Beneše (Sedlec-Prčice)|Files with coordinates missing SDC location of creation|Náměstí 7. května|Pages with maps|Self-published work,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",Assessments,,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",GPSLatitude,49.571972,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",GPSLongitude,14.532583,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",GPSMapDatum,WGS-84,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",ImageDescription,"<a href=""https://en.wikipedia.org/wiki/Sedlec_(Sedlec-Pr%C4%8Dice)"" class=""extiw"" title=""en:Sedlec (Sedlec-Prčice)"">Sedlec</a>, <a href=""https://en.wikipedia.org/wiki/Sedlec-Pr%C4%8Dice"" class=""extiw"" title=""en:Sedlec-Prčice"">Sedlec-Prčice</a>, <a href=""https://en.wikipedia.org/wiki/P%C5%99%C3%ADbram_District"" class=""extiw"" title=""en:Příbram District"">Příbram District</a>, <a href=""https://en.wikipedia.org/wiki/Central_Bohemian_Region"" class=""extiw"" title=""en:Central Bohemian Region"">Central Bohemian Region</a>, the <a href=""https://en.wikipedia.org/wiki/Czech_Republic"" class=""extiw"" title=""en:Czech Republic"">Czech Republic</a>. May 7 Square, a statue of Saint John of Nepomuk.",
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",DateTimeOriginal,2010-07-27,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",Credit,"<span class=""int-own-work"" lang=""en"">Own work</span>",
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",Artist,"<a href=""//commons.wikimedia.org/wiki/User:%C5%A0J%C5%AF"" title=""User:ŠJů"">ŠJů</a> (<a href=""https://cs.wikipedia.org/wiki/User:%C5%A0J%C5%AF"" class=""extiw"" title=""cs:User:ŠJů"">cs:ŠJů</a>)",
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",Permission,"I, the copyright holder of this work, hereby publish it under the following license:",
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",LicenseShortName,CC BY-SA 3.0,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",UsageTerms,Creative Commons Attribution-Share Alike 3.0,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",AttributionRequired,true,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",LicenseUrl,https://creativecommons.org/licenses/by-sa/3.0,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",Copyrighted,True,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",Restrictions,,
"File:Sedlec-Prčice, Sedlec, náměstí 7. května a ulice Dr. E. Beneše.jpg",License,cc-by-sa-3.0,
File:С.Борщова Тихоновська церква 2.jpg,DateTime,2014-10-19 18:36:09,
File:С.Борщова Тихоновська церква 2.jpg,ObjectName,С.Борщова Тихоновська церква 2,
File:С.Борщова Тихоновська церква 2.jpg,CommonsMetadataExtension,1.2,
File:С.Борщова Тихоновська церква 2.jpg,Categories,Cultural heritage monuments in Kharkiv Raion|Cultural heritage monuments in Ukraine missing SDC depicts|Cultural heritage monuments in Ukraine missing SDC location of creation|Cultural heritage monuments in Ukraine with known IDs|Self-published work|Uploaded via Campaign:wlm-ua,
File:С.Борщова Тихоновська церква 2.jpg,Assessments,,
File:С.Борщова Тихоновська церква 2.jpg,ImageDescription,"This is a photo of a <a href=""https://en.wikipedia.org/wiki/National_Heritage_Site_(Ukraine)"" class=""extiw"" title=""en:National Heritage Site (Ukraine)"">monument</a> in <a href=""//commons.wikimedia.org/wiki/Ukraine"" class=""mw-redirect"" title=""Ukraine"">Ukraine</a>, number: <a class=""external text"" href=""https://tools.wmflabs.org/heritage/api/api.php?action=search&amp;srid=63-251-0027&amp;format=html&amp;srcountry=ua&amp;srlang=uk&amp;props=image%7Cname%7Caddress%7Cmunicipality%7Clat%7Clon%7Cid%7Ccountry%7Csource%7Cmonument_article%7Cregistrant_url"">63-251-0027</a>",
File:С.Борщова Тихоновська церква 2.jpg,DateTimeOriginal,2014-10-19 14:39:18,
File:С.Борщова Тихоновська церква 2.jpg,Credit,"<span class=""int-own-work"" lang=""en"">Own work</span>",
File:С.Борщова Тихоновська церква 2.jpg,Artist,"<a href=""//commons.wikimedia.org/w/index.php?title=User:Katerina.kh&amp;action=edit&amp;redlink=1"" class=""new"" title=""User:Katerina.kh (page does not exist)"">Katerina.kh</a>",
File:С.Борщова Тихоновська церква 2.jpg,LicenseShortName,CC BY-SA 4.0,
File:С.Борщова Тихоновська церква 2.jpg,UsageTerms,Creative Commons Attribution-Share Alike 4.0,
File:С.Борщова Тихоновська церква 2.jpg,AttributionRequired,true,
File:С.Борщова Тихоновська церква 2.jpg,LicenseUrl,https://creativecommons.org/licenses/by-sa/4.0,
File:С.Борщова Тихоновська церква 2.jpg,Copyrighted,True,
File:С.Борщова Тихоновська церква 2.jpg,Restrictions,,
File:С.Борщова Тихоновська церква 2.jpg,License,cc-by-sa-4.0,
File:Uk-перемішати.ogg,DateTime,2008-09-04 11:24:51,
File:Uk-перемішати.ogg,ObjectName,Uk-перемішати,
File:Uk-перемішати.ogg,CommonsMetadataExtension,1.2,
File:Uk-перемішати.ogg,Categories,Ukrainian pronunciation,
File:Uk-перемішати.ogg,Assessments,,
File:Uk-перемішати.ogg,ImageDescription,"Pronunciation of word ""перемішати"" in Ukrainian. Female voice. Speaker from Kiev, Ukraine.",
File:Uk-перемішати.ogg,DateTimeOriginal,2008-04-01,
File:Uk-перемішати.ogg,Credit,"<a href=""//commons.wikimedia.org/wiki/Commons:Shtooka"" title=""Commons:Shtooka"">The Shtooka Project</a>",
File:Uk-перемішати.ogg,Artist,"Галя Раптова, Nicolas Vion",
File:Uk-перемішати.ogg,Permission,"<a rel=""nofollow"" class=""external free"" href=""http://packs.shtooka.net/ukr-balm-galja/readme.txt"">http://packs.shtooka.net/ukr-balm-galja/readme.txt</a>",
File:Uk-перемішати.ogg,LicenseShortName,CC BY 3.0 us,
File:Uk-перемішати.ogg,UsageTerms,Creative Commons Attribution 3.0 us,
File:Uk-перемішати.ogg,AttributionRequired,true,
File:Uk-перемішати.ogg,LicenseUrl,https://creativecommons.org/licenses/by/3.0/us/deed.en,
File:Uk-перемішати.ogg,Copyrighted,True,
File:Uk-перемішати.ogg,Restrictions,,
File:Uk-перемішати.ogg,License,cc-by-3.0-us,
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,DateTime,2020-11-29 16:42:13,
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,ObjectName,DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung,
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,CommonsMetadataExtension,1.2,
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,Categories,PD ineligible|SVG Deutsche Einheitskurzschrift,
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,Assessments,,
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,ImageDescription,"Stenografie; DEK, Deutsche Einheitskurzschrift; Beispiele für Verkehrsschrift - Die Bedeutung des Wortes, des Kürzels oder der Mitlautfolge bzw. des Mitlautes ist dem letzten Teil des Dateinamens zu entnehmen; Dateiformat: SVG",
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,DateTimeOriginal,2020,
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,Credit,"<span class=""int-own-work"" lang=""en"">Own work</span>",
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,Artist,"<a href=""//commons.wikimedia.org/wiki/User:Thirunavukkarasye-Raveendran"" title=""User:Thirunavukkarasye-Raveendran"">Thirunavukkarasye-Raveendran</a>",
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,LicenseShortName,Public domain,
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,UsageTerms,Public domain,
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,AttributionRequired,false,
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,Copyrighted,False,
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,Restrictions,,
File:DEK Deutsche Einheitskurzschrift - Verkehrsschrift - Verdünnung.svg,License,pd,
"File:The Daily Echo, 1899-05-19 - DPLA - 2c47c85e50c88b7e391567db9a01a205 (page 6).jpg",DateTime,2020-03-05 18:24:00,
"File:The Daily Echo, 1899-05-19 - DPLA - 2c47c85e50c88b7e391567db9a01a205 (page 6).jpg",ObjectName,"<div class=""fn"">
The Daily Echo, 1899-05-19</div>",
"File:The Daily Echo, 1899-05-19 - DPLA - 2c47c85e50c88b7e391567db9a01a205 (page 6).jpg",CommonsMetadataExtension,1.2,
"File:The Daily Echo, 1899-05-19 - DPLA - 2c47c85e50c88b7e391567db9a01a205 (page 6).jpg",Categories,Artworks without Wikidata item|Digital Public Library of America files missing creator|Files with no machine-readable author|Media contributed by Indiana Memory|Media contributed by the Digital Public Library of America|Media contributed by the Indiana Historical Society|PD US,
"File:The Daily Echo, 1899-05-19 - DPLA - 2c47c85e50c88b7e391567db9a01a205 (page 6).jpg",Assessments,,
"File:The Daily Echo, 1899-05-19 - DPLA - 2c47c85e50c88b7e391567db9a01a205 (page 6).jpg",ImageDescription,"<div class=""description"">
The Daily Echo was a daily newspaper written and published by students of Shortridge High School.</div>",
