,file_name,wiki_commons_id,wiki_data_id,depicts,description,object_name,categories
221,File:51884441.jpg,51884441,Q623425,Aqueduct of Zaghouan,ancient Roman aqueduct in Tunisia,Aqueduct of Zaghouan,['Aqueduct of Zaghouan']
222,File:526673.jpg,526673,Q171043,steam locomotive,railway locomotive that produces its pulling power through a steam engine,steam locomotive,['Steam locomotives']
223,File:133928659.jpg,133928659,Q240960,Afsluitdijk,Dutch levee,Afsluitdijk,['Afsluitdijk']
224,File:135304180.jpg,135304180,Q3045696,Regency of Algiers,Autonomous Ottoman Corsair State in North Africa,Regency of Algiers,['Ottoman period in the history of Algeria']
225,File:123203901.jpg,123203901,Q108575973,clock tower,"tower in Ceglie Messapica, Italy",clock tower,"[""Torre dell'Orologio (Ceglie Messapica)""]"
226,File:105397551.jpg,105397551,Q12280,bridge,"structure that spans and provides a passage over a road, railway, river, or some other obstacle",bridge,['Bridges']
227,File:95936682.jpg,95936682,Q12470485,ATR 42-500,"regional airliner, PW127-powered series of the ATR 42",ATR 42-500,['ATR 42-500']
228,File:104171595.jpg,104171595,Q76238410,Anna Johanna of Nassau-Siegen,German countess,Anna Johanna of Nassau-Siegen,['Anna Johanna van Nassau-Siegen']
229,File:142483424.jpg,142483424,Q44782,port,maritime facility where ships may dock to load and discharge passengers and cargo,port,['Ports and harbours']
230,File:101326639.jpg,101326639,Q14659,coat of arms,"heraldic design on a shield, surcoat or tabard",coat of arms,['Coats of arms']
231,File:22066295.jpg,22066295,Q50405373,GWR 4800 class 4850 → 1450,preserved British 0-4-2T locomotive,GWR 4800 class 4850 → 1450,['GWR 1400 Class 1450 (4800 Class 4850)']
232,File:106379866.jpg,106379866,Q444620,Catherine Hayes,Irish operatic soprano (1818-1861),Catherine Hayes,['Catherine Hayes']
233,File:138857214.jpg,138857214,Q6011501,Olof Nilsson i Örebro,Swedish politician (1874-1939),Olof Nilsson i Örebro,['Olof Nilsson 1874']
234,File:95150021.jpg,95150021,Q19259022,Hoorneslaan,"street in Katwijk, the Netherlands",Hoorneslaan,NA
235,File:28776302.jpg,28776302,Q42762329,City walls of Sousse,"city walls of Sousse, Tunisia",City walls of Sousse,['City walls of Sousse']
236,File:141053353.jpg,141053353,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
237,File:52094609.jpg,52094609,Q25134655,Saint Martin Church,"church building in Hohenwarth-Mühlbach am Manhartsberg, Austria",Saint Martin Church,['Saint Martin Church (Mühlbach am Manhartsberg)']
238,File:108937337.jpg,108937337,Q3947,house,building usually intended for living in,house,['Houses']
239,File:123290527.jpg,123290527,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
240,File:73632909.jpg,73632909,Q2631300,Jim Harbaugh,American football player and coach (born 1963),Jim Harbaugh,['Jim Harbaugh']
241,File:113213640.jpg,113213640,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
242,File:116657119.jpg,116657119,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
243,File:146168442.jpg,146168442,Q525,Sun,star at the centre of the Solar System,Sun,['Sun']
244,File:50877930.jpg,50877930,Q184389,Chrysocyon brachyurus,a large canid native to South America,Chrysocyon brachyurus,['Chrysocyon brachyurus']
245,File:99507232.jpg,99507232,Q64365,bonsai,Japanese miniature tree,bonsai,['Bonsai']
246,File:129000303.jpg,129000303,Q30032152,educational facility,"building, resource or equipment for education",educational facility,['Education facilities']
247,File:141872060.jpg,141872060,Q55488,railway station,railway facility where trains regularly stop to load or unload passengers and/or freight,railway station,['Train stations']
248,File:57595954.jpg,57595954,Q41395132,station building at Warmensteinach station,"cultural heritage monument D-4-72-198-12 (0) in Warmensteinach, Bavaria",station building at Warmensteinach station,NA
249,File:15014470.jpg,15014470,Q17291551,Hirschgebouw,"city block of former fashion house, Leidseplein, Amsterdam",Hirschgebouw,['Hirschgebouw']
250,File:131939571.jpg,131939571,Q2005212,Stretton,"village and civil parish in North East Derbyshire, England",Stretton,"['Stretton, Derbyshire']"
251,File:121897587.jpg,121897587,Q116764616,A man mending socks.,painting by Christian Aigens,A man mending socks.,NA
252,File:1037675.jpg,1037675,Q8096015,Marko Annala,Finnish musician and writer,Marko Annala,['Marko Annala']
253,File:97193120.jpg,97193120,Q69689708,4560/Graffiti Hall-of-Fame,Graffiti wall in Saarbrücken,4560/Graffiti Hall-of-Fame,['4560/Graffiti Hall-of-Fame']
254,File:143005934.jpg,143005934,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
255,File:141385714.jpg,141385714,Q56403962,Brendan O'Donnell,Canadian ice hockey player,Brendan O'Donnell,"[""Brendan O'Donnell""]"
256,File:108322667.jpg,108322667,Q17991666,Renat Saidov,Russian judoka,Renat Saidov,NA
257,File:141076736.jpg,141076736,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
258,File:107135663.jpg,107135663,Q235779,hedge,planted row of shrubs,hedge,['Hedges']
259,File:106623601.jpg,106623601,Q5003624,memorial,"area or object, smaller than a monument, which serves as a focus for memory of something",memorial,['Monuments and memorials']
260,File:133691258.jpg,133691258,Q19660,Bucharest,capital and largest city of Romania,Bucharest,['Bucharest']
261,File:115604588.jpg,115604588,Q11574,second,"SI unit of time, defined as 9 192 631 770 periods of the ground-state hyperfine transitions of caesium-133",second,['Second']
262,File:17025697.jpg,17025697,Q1431210,foyer,"lobby, corridor, or waiting room, used in a theater, cinema, concert hall etc.",foyer,['Foyers']
263,File:113939952.jpg,113939952,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
264,File:143810354.jpg,143810354,Q622884,Bucharest Metro,"rapid transit system in Bucharest, Romania",Bucharest Metro,['Bucharest Metro']
265,File:76302094.jpg,76302094,Q7735,diving,sport of jumping or falling into water from a platform or springboard,diving,['Diving']
266,File:108866546.jpg,108866546,Q838948,work of art,"aesthetic item or artistic creation; object whose value is its beauty only, not practical usefulness",work of art,['Art']
267,File:108952016.jpg,108952016,Q108174917,Villa Barbara,"villa in Varallo Sesia, Italy",Villa Barbara,['Villa Barbara (Varallo)']
268,File:76939571.jpg,76939571,Q7368234,Roselee Goldberg,American art historian,Roselee Goldberg,['Roselee Goldberg']
269,File:136891079.jpg,136891079,Q4787076,Architecture,American architecture magazine,Architecture,NA
270,File:37326037.jpg,37326037,Q7368,sheep,"domesticated ruminant bred for meat, wool, and milk",sheep,['Sheep']
271,File:105636455.jpg,105636455,Q35872,boat,smaller watercraft,boat,['Boats']
272,File:115565014.jpg,115565014,Q22698,park,"permanently dedicated recreation area, often open to the public and generally characterized by natural, historic, or landscape features",park,['Parks']
273,File:103258085.jpg,103258085,Q1639395,bridle path,"path, trail or a thoroughfare that is used by horse riders",bridle path,['Equestrian trails']
274,File:117477231.jpg,117477231,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
275,File:131219565.jpg,131219565,Q784305,Recologne,"commune in Doubs, France",Recologne,['Recologne (Doubs)']
276,File:57429555.jpg,57429555,Q41400558,Marter,"cultural heritage monument D-4-74-123-104 (0) in Eggolsheim, Bavaria",Marter,NA
277,File:113347804.jpg,113347804,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
278,File:20346667.jpg,20346667,Q37798710,Feldzeugmeister Graf Beck-Brücke,bridge in Austria,Feldzeugmeister Graf Beck-Brücke,['Feldzeugmeister Graf Beck-Brücke (Bad Aussee)']
279,File:10551923.jpg,10551923,Q21362270,Notoptenidium lawsoni,species of insect,Notoptenidium lawsoni,NA
280,File:109489456.jpg,109489456,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
281,File:25679975.jpg,25679975,Q158450,Ayesha Takia,Indian film actress,Ayesha Takia,['Ayesha Takia']
282,File:115808854.jpg,115808854,Q506,flower,sexual reproductive structure found on flowering plants,flower,['Flowers']
283,File:142956815.jpg,142956815,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
284,File:113914305.jpg,113914305,Q6170278,Werner von Schwerin,Swedish politician,Werner von Schwerin,['Werner von Schwerin']
285,File:117518715.jpg,117518715,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
286,File:123487428.jpg,123487428,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
287,File:140070765.jpg,140070765,Q3947,house,building usually intended for living in,house,['Houses']
288,File:143842720.jpg,143842720,Q124254388,Centro Cultural de Florianópolis,cultural center administered by Florianópolis City Hall,Centro Cultural de Florianópolis,['Centro Cultural de Florianópolis']
289,File:66492077.jpg,66492077,Q2671675,Ferrari 599 GTO,Road version of the 599 XX.,Ferrari 599 GTO,['Ferrari 599 GTO']
290,File:93700328.jpg,93700328,Q17536946,Church of St Margaret,"church in Witton, North Norfolk, United Kingdom",Church of St Margaret,"[""St Margaret's, Witton Bridge""]"
291,File:84857672.jpg,84857672,Q131647,medallion,"round piece of metal, often used as an award",medallion,['Medals']
292,File:17732257.jpg,17732257,Q6138767,James Madison High School,"building in Dallas, Dallas County, Texas",James Madison High School,['James Madison High School (Dallas)']
293,File:130995544.jpg,130995544,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
294,File:94649106.jpg,94649106,Q2786561,White mosque,"Israel, Ramla",White mosque,"['White Mosque, Ramla']"
295,File:142479538.jpg,142479538,Q801,Israel,country in Western-Asia,Israel,['Israel']
296,File:45597737.jpg,45597737,Q239686,Mirjana Lučić-Baroni,Croatian tennis player,Mirjana Lučić-Baroni,['Mirjana Lučić']
297,File:2021525.jpg,2021525,Q2272625,The Cornfield,painting by John Constable,The Cornfield,['The Cornfield (NG130)']
298,File:140220065.jpg,140220065,Q122959599,"Chartres Cathedral; Garden of Eden, Temptation, Fall; ""Good Samaritan"" window, interior stained glass window",artwork ACT ID: 28333,"Chartres Cathedral; Garden of Eden, Temptation, Fall; ""Good Samaritan"" window, interior stained glass window",NA
299,File:17478968.jpg,17478968,Q20671448,Frankie Vargas,American pornographic actress,Frankie Vargas,['Frankie Vargas']
300,File:129629162.jpg,129629162,Q39838194,Finch-Hatton,family name,Finch-Hatton,['Finch-Hatton (surname)']
301,File:93812727.jpg,93812727,Q56635197,"Weensland Mills, Weensland Road, Hawick","architectural structure in Scottish Borders, Scotland, UK","Weensland Mills, Weensland Road, Hawick",NA
302,File:142881381.jpg,142881381,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
303,File:119684722.jpg,119684722,Q112638163,Loeffler's Violin,painting by Dennis Miller Bunker,Loeffler's Violin,NA
304,File:130932672.jpg,130932672,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
305,File:23579946.jpg,23579946,Q2050553,St. John's Cathedral,church in ’s-Hertogenbosch,St. John's Cathedral,"[""Saint John's Cathedral, 's-Hertogenbosch""]"
306,File:75143146.jpg,75143146,Q4344606,Gabriella Papadakis,French ice dancer,Gabriella Papadakis,['Gabriella Papadakis']
307,File:107898792.jpg,107898792,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
308,File:98346240.jpg,98346240,Q103830346,"A Theater in Mukden, Manchuria",painting by Joseph Lindon Smith,"A Theater in Mukden, Manchuria",NA
309,File:79220436.jpg,79220436,Q23059253,Mattea Meyer,Swiss politician,Mattea Meyer,['Mattea Meyer']
310,File:79596832.jpg,79596832,Q320668,Herford railway station,"railway station in Herford, Germany",Herford railway station,['Bahnhof Herford']
311,File:4631983.jpg,4631983,Q6538981,Li Mingzhu,figure skater,Li Mingzhu,['Li Mingzhu']
312,File:63122295.jpg,63122295,Q1004925,Termas del Arapey,human settlement,Termas del Arapey,['Termas del Arapey']
313,File:118173402.jpg,118173402,Q146,house cat,domesticated feline,house cat,['Felis silvestris catus']
314,File:24214319.jpg,24214319,Q17440388,"Westersebos 13, Schoonebeek","farmhouse in Emmen, Netherlands","Westersebos 13, Schoonebeek","['Westersebos 13, Schoonebeek']"
315,File:18936997.jpg,18936997,Q2216776,Lasioglossum dampieri,species of insect,Lasioglossum dampieri,['Lasioglossum dampieri']
316,File:130248428.jpg,130248428,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
317,File:105052238.jpg,105052238,Q899252,Brazil women's national volleyball team,women's national volleyball team representing Brazil,Brazil women's national volleyball team,"[""Brazil women's national volleyball team""]"
318,File:21265882.jpg,21265882,Q30105123,2 Bolesława Chrobrego Street in Zielona Góra,"house in Zielona Góra, Poland",2 Bolesława Chrobrego Street in Zielona Góra,['2 Bolesława Chrobrego Street in Zielona Góra']
319,File:73997841.jpg,73997841,Q3205907,Steamtrain Hoorn Medemblik,"museum in Hoorn, the Netherlands",Steamtrain Hoorn Medemblik,['Museumstoomtram Hoorn - Medemblik']
320,File:67814094.jpg,67814094,Q871991,cherry blossom,blossom of the cherry tree,cherry blossom,['Species of sakura']
321,File:4088728.jpg,4088728,Q353762,Juan Goytisolo,Spanish writer (1931-2017),Juan Goytisolo,['Juan Goytisolo']
322,File:17501594.jpg,17501594,Q1284897,zibellino,"pelt (typically of sable or marten), sometimes mounted with decorated heads and paws of crystal or gold ornamented with gems. worn or carried as a fashion accessory (c. 1400-1600)",zibellino,['Zibellini']
323,File:32286949.jpg,32286949,Q206592,jet aircraft,aircraft class powered by jet propulsion engines,jet aircraft,['Aircraft with jet engines']
324,File:126985853.jpg,126985853,Q1092661,moorland,type of habitat found in upland areas with (sometimes marshy) poor acid soil and overgrown with low vegetation,moorland,"['Moorlands, bogs and swamps']"
325,File:70003430.jpg,70003430,Q909879,smoke screen,weapons countermeasure,smoke screen,['Smoke screens']
326,File:114420881.jpg,114420881,Q59584893,Max Langenhan,German Luger,Max Langenhan,['Max Langenhan']
327,File:130419142.jpg,130419142,Q105593074,At the Coffee-Concert,painting by Etienne François Eugène Lecoindre,At the Coffee-Concert,NA
328,File:82412598.jpg,82412598,Q6033913,Lima Art Museum,cultural heritage site in Peru,Lima Art Museum,['Museo de Arte de Lima']
329,File:72934132.jpg,72934132,Q45740905,"St Agatha's Church, Easby","Grade I listed parish church in Richmondshire, Yorkshire","St Agatha's Church, Easby","[""St. Agatha's Church (Easby Church)""]"
330,File:127319227.jpg,127319227,Q115758711,Biel Clemente,diver,Biel Clemente,['Biel Clemente']
331,File:133089220.jpg,133089220,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
332,File:2987111.jpg,2987111,Q14738,Akseli Kokkonen,Finnish-Norwegian ski jumper,Akseli Kokkonen,['Akseli Kokkonen']
333,File:145379588.jpg,145379588,Q501542,United States Department of Agriculture,department of the US government,United States Department of Agriculture,['United States Department of Agriculture']
334,File:113966993.jpg,113966993,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
335,File:24024283.jpg,24024283,Q2409099,De Onderneming,"windmill in Wissenkerke, Netherlands",De Onderneming,"['De Onderneming, Wissenkerke']"
336,File:115562661.jpg,115562661,Q188509,suburb,human settlement that is part of/or near to a larger city or town,suburb,['Suburbs']
337,File:142317920.jpg,142317920,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
338,File:142684538.jpg,142684538,Q801,Israel,country in Western-Asia,Israel,['Israel']
339,File:44640526.jpg,44640526,Q49352734,Nordstraße 36,Upper Lusatian house in Neugersdorf,Nordstraße 36,['Nordstraße 36 (Neugersdorf)']
340,File:128410441.jpg,128410441,Q1189907,Water Lilies,series of approximately 250 paintings by Claude Monet,Water Lilies,['Water Lilies by Claude Monet']
341,File:121459990.jpg,121459990,Q53636,Anura,"order of short bodied, tailless amphibians",Anura,['Anura']
342,File:43990132.jpg,43990132,Q43653,Apollo 11,first Moon landing and fifth crewed flight of the United States Apollo program,Apollo 11,['Apollo 11']
343,File:55385664.jpg,55385664,Q51175,Basilica of Santa Maria Novella,"church in Florence, Italy",Basilica of Santa Maria Novella,['Santa Maria Novella']
344,File:23299414.jpg,23299414,Q4610556,model,"person employed to display, advertise and promote products, or to serve as a visual aid",model,['Models (people)']
345,File:82812879.jpg,82812879,Q8142,currency,generally accepted medium of exchange for goods or services,currency,['Currencies']
346,File:79291841.jpg,79291841,Q5113,bird,"class of vertebrates characterized by wings, a feather-covered body and a beak",bird,['Aves']
347,File:113210202.jpg,113210202,Q109474432,Maxim Schwab,diver,Maxim Schwab,['Maxim Schwab']
348,File:66706121.jpg,66706121,Q86294,Jens Spahn,German politician,Jens Spahn,['Jens Spahn']
349,File:128215143.jpg,128215143,Q1006993,Bundesstraße 290,federal highway in Germany,Bundesstraße 290,['Bundesstraße 290']
350,File:117582191.jpg,117582191,Q5004679,path,small road or street,path,['Paths']
351,File:142647003.jpg,142647003,Q212,Ukraine,country in Eastern Europe,Ukraine,['Ukraine']
352,File:111252746.jpg,111252746,Q55264671,Church and Convent of Our Lady of Mount Carmel,"former convent and church in Salvador, Bahia",Church and Convent of Our Lady of Mount Carmel,['Convento e Igreja do Carmo de Salvador']
353,File:77651127.jpg,77651127,Q62063715,Pintor João Batista Pagani,"artwork of Eliseu Visconti, an Italian-Brazilian painter and designer who was active between the nineteenth and twentieth centuries",Pintor João Batista Pagani,NA
354,File:121612370.jpg,121612370,Q16977290,Alkmaar,"city in Noord-Holland, the Netherlands",Alkmaar,['Alkmaar']
355,File:143960463.jpg,143960463,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
356,File:41361108.jpg,41361108,Q111727110,Lesquereusia spiralis,"taxon, (Ehrenberg, 1840) species of lesquereusiidae",Lesquereusia spiralis,NA
357,File:114324564.jpg,114324564,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
358,File:146472525.jpg,146472525,Q525,Sun,star at the centre of the Solar System,Sun,['Sun']
359,File:135037098.jpg,135037098,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
360,File:133191313.jpg,133191313,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
361,File:113210109.jpg,113210109,Q104010353,Jaden Eikermann,German diver,Jaden Eikermann,['Jaden Eikermann']
362,File:2587497.jpg,2587497,Q219160,couple,set of two people linked in a physical and emotional community,couple,['Couples']
363,File:140818878.jpg,140818878,Q22698,park,"permanently dedicated recreation area, often open to the public and generally characterized by natural, historic, or landscape features",park,['Parks']
364,File:11615889.jpg,11615889,Q17330403,Oude Delft 73,"house in Delft, Netherlands",Oude Delft 73,['Oude Delft 73']
365,File:123124869.jpg,123124869,Q3947,house,building usually intended for living in,house,['Houses']
366,File:120023015.jpg,120023015,Q1494453,Colorado Senate,upper house of Colorado General Assembly,Colorado Senate,NA
367,File:28480686.jpg,28480686,Q495084,Rainer Brüderle,German politician (FDP),Rainer Brüderle,['Rainer Brüderle']
368,File:117712476.jpg,117712476,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
369,File:141936971.jpg,141936971,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
370,File:113113989.jpg,113113989,Q5004679,path,small road or street,path,['Paths']
371,File:109953227.jpg,109953227,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
372,File:143584812.jpg,143584812,Q934006,TAI/Leonardo T129 ATAK,Attack and armed reconnaissance helicopter,TAI/Leonardo T129 ATAK,['T129 ATAK']
373,File:94184366.jpg,94184366,Q16048213,Ali Zand Vakili,Iranian Singer & Composer,Ali Zand Vakili,['Ali Zand Vakili']
374,File:118165741.jpg,118165741,Q8148,industrial sector,economic sector characterized by large scale automated manufacturing as in industrialization,industrial sector,['Industry (manufacturing)']
375,File:119131467.jpg,119131467,Q476326,European mole cricket,species of insect,European mole cricket,['Gryllotalpa gryllotalpa']
376,File:35586190.jpg,35586190,Q7221849,Pszczyna Castle,"historic palace in Pszczyna, Silesian Voivodeship, Poland",Pszczyna Castle,['Pszczyna Palace']
377,File:132157682.jpg,132157682,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
378,File:131926484.jpg,131926484,Q105889895,religious site,location significant to one or more religions,religious site,NA
379,File:24799916.jpg,24799916,Q1806985,Sharon Osbourne,British-American television personality,Sharon Osbourne,['Sharon Osbourne']
380,File:108008599.jpg,108008599,Q151930,Princess Masako Takeda,Japanese princess; daughter of Emperor Meiji and Sono Sachiko,Princess Masako Takeda,['Princess Takeda Masako']
381,File:14565583.jpg,14565583,Q144,dog,domestic animal,dog,['Dogs']
382,File:96132400.jpg,96132400,Q99663624,The A1(M) Motorway (Junction 42 to Junction 43) (Temporary Restriction and Prohibition of Traffic) Order 2013,UK Statutory Instrument 2013 No. 29,The A1(M) Motorway (Junction 42 to Junction 43) (Temporary Restriction and Prohibition of Traffic) Order 2013,NA
383,File:127513241.jpg,127513241,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
384,File:92250615.jpg,92250615,Q10884,tree,perennial woody plant,tree,['Trees']
385,File:12736763.jpg,12736763,Q1886349,logo,graphic mark or emblem commonly used by commercial enterprises,logo,['Logos']
386,File:101291249.jpg,101291249,Q89806321,Bibelot Prato Pequeno,object that integrates the Museu Paulista collection,Bibelot Prato Pequeno,['Bibelot Prato Pequeno (1-06-02-000-06020-00-00)']
387,File:113637147.jpg,113637147,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
388,File:113557373.jpg,113557373,Q2374524,Ightham,"village in Kent, England",Ightham,['Ightham']
389,File:34724544.jpg,34724544,Q1438706,Fort Sam Houston,military base,Fort Sam Houston,['Fort Sam Houston']
390,File:10602895.jpg,10602895,Q14715505,Harnden-Browne House,"historic house in Massachusetts, United States",Harnden-Browne House,NA
391,File:113900459.jpg,113900459,Q6046613,Anders Pettersson,Swedish politician (1888-1965),Anders Pettersson,['Anders Pettersson 1888']
392,File:134209065.jpg,134209065,Q6729249,Maentwrog,"village in Gwynedd, Wales",Maentwrog,['Maentwrog']
393,File:54810003.jpg,54810003,Q18572427,The Rape of Helen,painting by Guido Reni,The Rape of Helen,['The Rape of Helen (Guido Reni)']
394,File:114460862.jpg,114460862,Q1324185,El Menia,"town in Ghardaïa Province, Algeria",El Menia,['El Menia']
395,File:113262866.jpg,113262866,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
396,File:103263659.jpg,103263659,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
397,File:87703927.jpg,87703927,Q5003624,memorial,"area or object, smaller than a monument, which serves as a focus for memory of something",memorial,['Monuments and memorials']
398,File:141803825.jpg,141803825,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
399,File:77087087.jpg,77087087,Q55842045,Pont d'Alt,"bridge in Huesca province, Spain",Pont d'Alt,"[""Pont d'Alt""]"
400,File:6721938.jpg,6721938,Q5187643,Crompton Loom Works,"building in Massachusetts, United States",Crompton Loom Works,NA
401,File:83147586.jpg,83147586,Q131582,tiramisu,Italian dessert,tiramisu,['Tiramisu']
402,File:17414033.jpg,17414033,Q1650848,Mikael Rickfors,Swedish musician,Mikael Rickfors,['Mikael Rickfors']
403,File:63844971.jpg,63844971,Q113695,Leopoldine Konstantin,Austrian actress (1886-1965),Leopoldine Konstantin,['Leopoldine Konstantin']
404,File:34016017.jpg,34016017,Q3279512,House of Nicolas Flamel,house in Paris,House of Nicolas Flamel,['Auberge Nicolas Flamel']
405,File:120013689.jpg,120013689,Q2845322,Anandi Gopal Joshi,One of the first Indian woman doctor (1865-1887),Anandi Gopal Joshi,['Anandibai Gopalrao Joshee']
406,File:31554899.jpg,31554899,Q6067079,Pau,Spanish comics artist and cartoonist,Pau,['Pau (comics artist)']
407,File:82375445.jpg,82375445,Q878123,racing,competition of speed,racing,['Racing sports']
408,File:78171922.jpg,78171922,Q110925295,Odalisque,painting by Charles Louis Müller,Odalisque,NA
409,File:32846211.jpg,32846211,Q17343835,Kleine of Lieve Vrouwkerk,"church in Vollenhove, Netherlands",Kleine of Lieve Vrouwkerk,['Kleine of Onze-Lieve-Vrouwekerk (Vollenhove)']
410,File:137603621.jpg,137603621,Q107205896,Luca Van Assche,French tennis player,Luca Van Assche,['Luca Van Assche']
411,File:106145752.jpg,106145752,Q25580897,fritter,fried sweet or savory pastry,fritter,['Fritters']
412,File:143457936.jpg,143457936,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
413,File:110478695.jpg,110478695,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
414,File:49292249.jpg,49292249,Q298371,Garrett Hedlund,American actor,Garrett Hedlund,['Garrett Hedlund']
415,File:53902357.jpg,53902357,Q6538254,León Strembel,Argentine footballer,León Strembel,['León Strembel']
416,File:138165148.jpg,138165148,Q105945691,derelict building,abandoned building that is decaying,derelict building,NA
417,File:16574979.jpg,16574979,Q5,human,"any member of Homo sapiens, unique extant species of the genus Homo, from embryo to adult",human,['People']
418,File:110667623.jpg,110667623,Q15324,body of water,"any significant accumulation of water, generally on a planet's surface",body of water,['Bodies of water']
419,File:144516589.jpg,144516589,Q63436217,WJAZ,former radio stations in Chicago,WJAZ,['WJAZ (Chicago)']
420,File:91565706.jpg,91565706,Q102217,Vitebsk,city and capital of the Vitebsk region in northeastern Belarus,Vitebsk,['Viciebsk']
421,File:99963057.jpg,99963057,Q2846136,Anderson Hernández,Dominican Republic baseball player,Anderson Hernández,['Anderson Hernández']
422,File:94033366.jpg,94033366,Q16706448,Aleksandrovsky Gymnasium,cultural property in the Ukraine,Aleksandrovsky Gymnasium,"['69 Heorhiivska Street, Mariupol']"
423,File:25319544.jpg,25319544,Q5690133,Wolsztyn train station,"railway station in Wolsztyn, Poland",Wolsztyn train station,['Wolsztyn train station']
424,File:137074821.jpg,137074821,Q120994775,Mountain Fountain,"Fountain at the Holy Trinity Cathedral, Auckland, New Zealand",Mountain Fountain,['Mountain Fountain']
425,File:117055412.jpg,117055412,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
426,File:116649688.jpg,116649688,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
427,File:114052236.jpg,114052236,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
428,File:43723856.jpg,43723856,Q18008815,Porta Viaduct,bridge in France,Porta Viaduct,['Viaduc sur le Carol']
429,File:133369809.jpg,133369809,Q2366457,department,office within an organization,department,NA
430,File:5149076.jpg,5149076,Q40890,Anna Maria Jopek,Polish musician and singer,Anna Maria Jopek,['Anna Maria Jopek']
431,File:61587211.jpg,61587211,Q6306561,Julia Marlowe,American actress (1865-1950),Julia Marlowe,['Julia Marlowe']
432,File:92216306.jpg,92216306,Q4552263,16th Ward of New Orleans,ward of New Orleans,16th Ward of New Orleans,['16th Ward of New Orleans']
433,File:131390920.jpg,131390920,Q164761,100 metres,sprint race,100 metres,['100 metres']
434,File:9856836.jpg,9856836,Q4453078,Sergei Tashuyev,Russian footballer,Sergei Tashuyev,['Sergei Tashuyev']
435,File:61339946.jpg,61339946,Q20995048,Felix Passlack,German association football player,Felix Passlack,['Felix Passlack']
436,File:110070460.jpg,110070460,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
437,File:65653237.jpg,65653237,Q2881603,The Windmill at Wijk bij Duurstede,painting by Jacob van Ruisdael,The Windmill at Wijk bij Duurstede,['The Windmill at Wijk bij Duurstede']
438,File:118544453.jpg,118544453,Q83341,liquid-crystal display,display that uses the light-modulating properties of liquid crystals,liquid-crystal display,['Liquid crystal displays']
