,file_name,wiki_commons_id,wiki_data_id,depicts,description,object_name,categories
223,File:142138689.jpg,142138689,Q6162630,Jason H. Moore,American scientist,Jason H. Moore,NA
224,File:76841347.jpg,76841347,Q61927202,Detracia floridana,species of mollusc,Detracia floridana,['Detracia floridana']
225,File:142870288.jpg,142870288,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
226,File:65574507.jpg,65574507,Q29533943,Ángel Felpeto Enríquez,Spanish politician,Ángel Felpeto Enríquez,['Ángel Felpeto']
227,File:110122457.jpg,110122457,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
228,File:142009082.jpg,142009082,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
229,File:130064095.jpg,130064095,Q5004679,path,small road or street,path,['Paths']
230,File:55489973.jpg,55489973,Q1567195,Mirlene Picin Mika,Brazilian biathlete,Mirlene Picin Mika,['Mirlene Picin']
231,File:128255897.jpg,128255897,Q134768,cocktail,alcoholic mixed drink,cocktail,['Cocktails']
232,File:52688169.jpg,52688169,Q308720,Burgtheater,"state drama theatre in Vienna, Austria",Burgtheater,['Burgtheater']
233,File:23708469.jpg,23708469,Q17372733,Hervormde Kerk,"church in Oene, Netherlands",Hervormde Kerk,['Hervormde Kerk (Oene)']
234,File:9520418.jpg,9520418,Q232682,Clara Hughes,Canadian speed skater and cyclist,Clara Hughes,['Clara Hughes']
235,File:42259292.jpg,42259292,Q25477295,Sarafova mound,tomb in Bulgaria,Sarafova mound,['Sarafova mogila']
236,File:87626112.jpg,87626112,Q41186020,Room 644,room in the Louvre: from the last Egyptian pharaohs to Cleopatra,Room 644,['Egyptian antiquities in the Louvre - Room 644']
237,File:91191703.jpg,91191703,Q60837679,Jan Rostafiński,Polish agronomist,Jan Rostafiński,['Jan Rostafiński']
238,File:35688196.jpg,35688196,Q9390514,Historic centre of Wrocław,historical monument of Poland,Historic centre of Wrocław,['Historic centre of Wrocław']
239,File:131819836.jpg,131819836,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
240,File:106948458.jpg,106948458,Q1777515,junction,"location where traffic can change between different routes, directions, or sometimes modes, of travel",junction,['Junctions (transport)']
241,File:105606594.jpg,105606594,Q213122,Betty Ford,First Lady of the United States from 1974 to 1977,Betty Ford,['Betty Ford']
242,File:94682773.jpg,94682773,Q19401288,Prachatice,"railway station in Prachatice, Czech Republic",Prachatice,['Prachatice (train station)']
243,File:124513437.jpg,124513437,Q117459440,Empresa Municipal de Transportes de Madrid Museum,"museum in Madrid, Spain",Empresa Municipal de Transportes de Madrid Museum,['Empresa Municipal de Transportes de Madrid Museum']
244,File:109636562.jpg,109636562,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
245,File:35077946.jpg,35077946,Q2984037,Collégiale Saint-Évroult de Mortain,"collegiate church located in Manche, in France",Collégiale Saint-Évroult de Mortain,['Collégiale Saint-Évroult de Mortain']
246,File:133703791.jpg,133703791,Q208281,fire engine,emergency vehicle intended to put out fires,fire engine,['Fire engines']
247,File:124944624.jpg,124944624,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
248,File:84763175.jpg,84763175,Q7714263,Grumpy Cat,cat and Internet meme celebrity,Grumpy Cat,['Grumpy Cat']
249,File:42986459.jpg,42986459,Q12764071,Temple of the Holy Spirit,"Greek Catholic church in Michalovce, Slovakia",Temple of the Holy Spirit,"['Basilica of the Descent of the Holy Spirit, Michalovce']"
250,File:68444874.jpg,68444874,Q1561555,Plaza Mayor,"square in Salamanca, Spain",Plaza Mayor,"['Plaza Mayor, Salamanca']"
251,File:61740921.jpg,61740921,Q1375252,Tine Deckers,Belgian triathlete,Tine Deckers,['Tine Deckers']
252,File:130239049.jpg,130239049,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
253,File:143221569.jpg,143221569,Q2562511,footprint,impression of the foot in a soft substance such as sand or snow,footprint,['Footprints']
254,File:126684463.jpg,126684463,Q55129811,Teseum,"museum in Tongeren, Belgium",Teseum,['Teseum (Tongeren)']
255,File:137119353.jpg,137119353,Q122277453,Silcott Grade Road,"county road in Asotin County, Washington, United States",Silcott Grade Road,NA
256,File:95721547.jpg,95721547,Q1440300,observation tower,civilian structure used to view the surrounding landscape,observation tower,['Observation towers']
257,File:23631593.jpg,23631593,Q17335747,"Hogewoerd 183, Leiden","building in Leiden, Netherlands","Hogewoerd 183, Leiden","['Hogewoerd 183, Leiden']"
258,File:15859660.jpg,15859660,Q473851,National Monument on Dam Square,monument on the Dam in Amsterdam to commemorate war casualities of the Netherlands,National Monument on Dam Square,['Nationaal Monument (Amsterdam)']
259,File:120291002.jpg,120291002,Q26440512,No 26 (Teign View Valley) And No 28 (Hillside) Including Garden Walls And Doorway In Front Of No 26,"building in Bishopsteignton, Teignbridge, Devon, UK",No 26 (Teign View Valley) And No 28 (Hillside) Including Garden Walls And Doorway In Front Of No 26,NA
260,File:128405889.jpg,128405889,Q390125,Linz am Rhein,"town in Rhineland-Palatinate, Germany",Linz am Rhein,['Linz am Rhein']
261,File:70466564.jpg,70466564,Q17595563,Villa Mon Plaisir,"house in Breda, Netherlands",Villa Mon Plaisir,['Villa Mon Plaisir']
262,File:95101987.jpg,95101987,Q10283554,Restos de uma construção conhecida pelo nome de Forno dos Mouros,"cultural heritage monument in Barcelos, Portugal",Restos de uma construção conhecida pelo nome de Forno dos Mouros,['Forno dos Mouros']
263,File:47023856.jpg,47023856,Q92248,Berit Kauffeldt,German volleyball player,Berit Kauffeldt,['Berit Kauffeldt']
264,File:6961803.jpg,6961803,Q1822397,Menin Gate,"war memorial in Ypres, Belgium",Menin Gate,['Menin Gate']
265,File:28452749.jpg,28452749,Q63257923,Soldier Scene,"wall painting above the main entrance of the Swiss rifle nuseum in the city of Bern, Switzerland",Soldier Scene,['Wandmalerei Soldatenszene (Friedrich Traffelet 1939)']
266,File:4683845.jpg,4683845,Q19886768,"Pfarrkirche Hl. Maria Magdalena, Ebnit","church building in Dornbirn, Austria","Pfarrkirche Hl. Maria Magdalena, Ebnit","['Pfarrkirche Hl. Maria Magdalena, Ebnit']"
267,File:93765870.jpg,93765870,Q66815140,"Casa em Vila Praia de Âncora, jardim e quintal","cultural heritage monument in Caminha, Portugal","Casa em Vila Praia de Âncora, jardim e quintal","['Casa, jardim e quintal em Vila Praia de Âncora']"
268,File:7576075.jpg,7576075,Q3584445,Église Saint-Sauveur de Caen,"church located in Calvados, in France",Église Saint-Sauveur de Caen,['Église Saint-Sauveur de Caen']
269,File:144878302.jpg,144878302,Q473932,roll-on/roll-off ship,vessels designed to carry wheeled cargo that are driven on and off the ship on their own wheels,roll-on/roll-off ship,['RoRo ships']
270,File:110079515.jpg,110079515,Q372840,Tavira,municipality and city in Portugal,Tavira,['Tavira']
271,File:8168268.jpg,8168268,Q13981230,Pachycondyla caffraria,species of insect,Pachycondyla caffraria,NA
272,File:125085681.jpg,125085681,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
273,File:122583419.jpg,122583419,Q371803,Museu Paulista,"history museum of São Paulo state, Brazil",Museu Paulista,['Museu do Ipiranga']
274,File:118063848.jpg,118063848,Q1473546,Doni Tondo,painting by Michelangelo,Doni Tondo,['Tondo Doni']
275,File:30776499.jpg,30776499,Q37972299,Puttererschlössl,"building in Aigen im Ennstal, Austria",Puttererschlössl,['Puttererschlössl']
276,File:98028629.jpg,98028629,Q79902935,Barbel Fishing,"print by Francis Seymour Haden (British, 1818-1910) (1946.341)",Barbel Fishing,NA
277,File:66573922.jpg,66573922,Q14823435,Isochariesthes breuningstefi,species of insect,Isochariesthes breuningstefi,['Isochariesthes breuningstefi']
278,File:68783339.jpg,68783339,Q26220864,Amadou Haidara,Malian association football player,Amadou Haidara,['Amadou Haidara']
279,File:122867918.jpg,122867918,Q1996147,Non Stanford,Welsh triathlete,Non Stanford,['Non Stanford']
280,File:62300517.jpg,62300517,Q38382471,Beatriz Chivite,Basque writer,Beatriz Chivite,['Beatriz Chivite']
281,File:99168422.jpg,99168422,Q99899388,The Gipsy Encampments (Metropolitan District of Bradford) Order 1990,UK Statutory Instrument 1990 No. 1002,The Gipsy Encampments (Metropolitan District of Bradford) Order 1990,NA
282,File:30306917.jpg,30306917,Q4853375,Bambi Jones,American entertainer,Bambi Jones,['Bambi Jones']
283,File:60578510.jpg,60578510,Q144,dog,domestic animal,dog,['Dogs']
284,File:141632111.jpg,141632111,Q3140347,Maharashtra Navnirman Sena,Political party of India,Maharashtra Navnirman Sena,['Maharashtra Navnirman Sena']
285,File:132291241.jpg,132291241,Q489469,Herman Miller,manufacturer of high-end office furniture,Herman Miller,['Herman Miller (manufacturer)']
286,File:134434298.jpg,134434298,Q3947,house,building usually intended for living in,house,['Houses']
287,File:75277995.jpg,75277995,Q6055866,Pablo Casado Blanco,Spanish politician,Pablo Casado Blanco,['Pablo Casado Blanco']
288,File:13928482.jpg,13928482,Q1066997,weir,barrier across a river designed to alter its flow characteristics,weir,['Weirs']
289,File:3240093.jpg,3240093,Q8209964,"Self-Portrait (1815, Prado)",painting by Francisco de Goya,"Self-Portrait (1815, Prado)",['Autorretrato de Goya de 1815 (Prado)']
290,File:141412404.jpg,141412404,Q7030303,Nicollet Avenue,"street in Minneapolis, Minnesota and south suburbs",Nicollet Avenue,['Nicollet Avenue']
291,File:57962905.jpg,57962905,Q4963919,Regina Lund,Swedish actress and singer,Regina Lund,['Regina Lund']
292,File:36909007.jpg,36909007,Q18601057,Anna Romanova,"Ukrainian politician, Doctor of Economics",Anna Romanova,['Anna Romanova']
293,File:135045079.jpg,135045079,Q25341,Passeriformes,order of birds,Passeriformes,['Passeriformes']
294,File:116667469.jpg,116667469,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
295,File:110612540.jpg,110612540,Q3947,house,building usually intended for living in,house,['Houses']
296,File:10405554.jpg,10405554,Q146496,Stjepan Mesić,President of Croatia from 2000 to 2010,Stjepan Mesić,['Stjepan Mesić']
297,File:122876904.jpg,122876904,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
298,File:113297210.jpg,113297210,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
299,File:46935543.jpg,46935543,Q109607,ruins,remains of human-made architecture,ruins,['Ruins']
300,File:52511743.jpg,52511743,Q127216,Bald Eagle,species of bird of prey found in North America,Bald Eagle,['Haliaeetus leucocephalus']
301,File:32063191.jpg,32063191,Q233320,scaffold,temporary structure used to support a work crew and materials,scaffold,['Scaffolding']
302,File:139439578.jpg,139439578,Q105889895,religious site,location significant to one or more religions,religious site,NA
303,File:128786431.jpg,128786431,Q97761003,Jheniffer Cordinali,Brazilian association football player,Jheniffer Cordinali,['Jheniffer']
304,File:52851452.jpg,52851452,Q159089,Helichrysum bracteatum,species of plant,Helichrysum bracteatum,['Xerochrysum bracteatum']
305,File:126296895.jpg,126296895,Q115593319,Trenton Bourque,Canadian ice hockey player,Trenton Bourque,['Trenton Bourque']
306,File:83434930.jpg,83434930,Q110042906,Großsteingrab AHA 25,The megalithic tomb AHA 25,Großsteingrab AHA 25,['Großsteingrab AHA 25']
307,File:64909589.jpg,64909589,Q23856323,2017 Ford GT,"sports car, second generation of the Ford GT",2017 Ford GT,['Ford GT (2nd generation) coupes']
308,File:33623212.jpg,33623212,Q22083678,Westferry Circus,road interchange and public square in Canary Wharf‎,Westferry Circus,"['Westferry Circus, London']"
309,File:137835057.jpg,137835057,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
310,File:29611013.jpg,29611013,Q157199,Arbeit macht frei,slogan (“Work sets you free”) on the entrance of Auschwitz and other Nazi concentration camps,Arbeit macht frei,['Arbeit macht frei']
311,File:19065380.jpg,19065380,Q60677475,SR USA class 65,preserved British 0-6-0T locomotive,SR USA class 65,['SR USA class 65']
312,File:113823557.jpg,113823557,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
313,File:91628618.jpg,91628618,Q20803768,equestrian statue of Marshal Foch,"statue by Georges Malissardt in Cassel, France",equestrian statue of Marshal Foch,['Statue of Ferdinand Foch in Cassel']
314,File:131872879.jpg,131872879,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
315,File:93918290.jpg,93918290,Q3305213,painting,"visual artwork, surface artistically covered with paint",painting,['Paintings']
316,File:121774991.jpg,121774991,Q171043,steam locomotive,railway locomotive that produces its pulling power through a steam engine,steam locomotive,['Steam locomotives']
317,File:144096382.jpg,144096382,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
318,File:126302795.jpg,126302795,Q828144,floor exercise,artistic gymnastics apparatus,floor exercise,['Floor (gymnastics)']
319,File:127881901.jpg,127881901,Q1468524,city center,"commercial, cultural and often the historical, political and geographic heart of a city",city center,['Downtowns and city centers']
320,File:138575804.jpg,138575804,Q38380877,Église Notre-Dame de Passavant-la-Rochère,"church located in Haute-Saône, in France",Église Notre-Dame de Passavant-la-Rochère,['Église Notre-Dame de Passavant-la-Rochère']
321,File:97466939.jpg,97466939,Q2272451,former collegiate church Saint-Vulfran,"former collegiate church, today parish church, located in Abbeville (Somme, Picardie, France)",former collegiate church Saint-Vulfran,"[""Collégiale Saint-Wulfran d'Abbeville""]"
322,File:25423492.jpg,25423492,Q4699799,Ajit Pawar,Deputy Chief Minister of Maharashtra,Ajit Pawar,['Ajit Pawar']
323,File:6111880.jpg,6111880,Q31454513,Tägertschi railway station,railway station in Switzerland,Tägertschi railway station,['Tägertschi railway station']
324,File:102436647.jpg,102436647,Q2263178,Westerveld Park,park in the Netherlands,Westerveld Park,NA
325,File:69236673.jpg,69236673,Q796803,BMW Z8,car model,BMW Z8,['BMW Z8']
326,File:57378234.jpg,57378234,Q47544982,The Sixteen Luohans,handscroll by Shitao,The Sixteen Luohans,['Shitao - The Sixteen Luohans']
327,File:15397833.jpg,15397833,Q17320369,Mary Magdalene,painting by Jan van Scorel,Mary Magdalene,NA
328,File:10368172.jpg,10368172,Q10495185,Filmhuset,"building in Stockholm Municipality, Stockholm County, Sweden",Filmhuset,['Filmhuset']
329,File:144228541.jpg,144228541,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
330,File:24145865.jpg,24145865,Q2583977,Zandwijkse Molen,"windmill in Almkerk, Netherlands",Zandwijkse Molen,['Zandwijkse Molen']
331,File:125359814.jpg,125359814,Q11875349,playground,place with a specific design for children and other age groups to be able to play there,playground,['Playgrounds']
332,File:16684288.jpg,16684288,Q37805562,Wegkapelle,"building in Haugsdorf, Austria",Wegkapelle,"['Wegkapelle (Haugsdorf, ObjektID: 12251)']"
333,File:143636957.jpg,143636957,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
334,File:140472296.jpg,140472296,Q15324,body of water,"any significant accumulation of water, generally on a planet's surface",body of water,['Bodies of water']
335,File:128797570.jpg,128797570,Q83674797,Rosa 'Hella Brumme',rose cultivar,Rosa 'Hella Brumme',"[""Rosa 'Hella Brumme'""]"
336,File:115879087.jpg,115879087,Q34379,musical instrument,device created or adapted to make musical sounds,musical instrument,['Musical instruments']
337,File:29809127.jpg,29809127,Q239793,Ferrari F430,sports car,Ferrari F430,['Ferrari F430']
338,File:136128670.jpg,136128670,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
339,File:109386460.jpg,109386460,Q175185,rural area,geographic area that is located outside towns and cities,rural area,['Countryside']
340,File:117845889.jpg,117845889,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
341,File:145099674.jpg,145099674,Q55390158,Marcin Zarzecki,Polish sociologist,Marcin Zarzecki,NA
342,File:94221103.jpg,94221103,Q66813497,"Igreja de São Cristóvão, paroquial de Vila Chã da Braciosa, incluindo o cemitério","cultural heritage monument in Miranda do Douro, Portugal","Igreja de São Cristóvão, paroquial de Vila Chã da Braciosa, incluindo o cemitério","['Igreja de São Cristóvão, paroquial de Vila Chã da Braciosa, incluindo o cemitério']"
343,File:105638130.jpg,105638130,Q1322323,itinerary,route of a journey,itinerary,['Routes']
344,File:118087846.jpg,118087846,Q1468524,city center,"commercial, cultural and often the historical, political and geographic heart of a city",city center,['Downtowns and city centers']
345,File:83387118.jpg,83387118,Q1570287,Ր,letter in the Armenian alphabet,Ր,['Ր']
346,File:143617944.jpg,143617944,Q1869035,Haddiscoe,"village and civil parish in Norfolk, UK",Haddiscoe,['Haddiscoe']
347,File:125916558.jpg,125916558,Q22698,park,"permanently dedicated recreation area, often open to the public and generally characterized by natural, historic, or landscape features",park,['Parks']
348,File:114023377.jpg,114023377,Q105764082,Daniël Antony van Plettenberg,Major General of the Netherlands (1725-1792),Daniël Antony van Plettenberg,NA
349,File:10615832.jpg,10615832,Q12041444,New State House,Seat of the state government of Moravia,New State House,['Nový zemský dům (Brno)']
350,File:127601877.jpg,127601877,Q789915,United States Department of State,executive department of the U.S. federal government,United States Department of State,['United States Department of State']
351,File:389751.jpg,389751,Q19120833,Room 414,room in the Louvre,Room 414,['Louvre Museum - Room 414']
352,File:145992704.jpg,145992704,Q28218,Baton Rouge,"capital of Louisiana, United States and seat of East Baton Rouge Parish",Baton Rouge,"['Baton Rouge, Louisiana']"
353,File:126188894.jpg,126188894,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
354,File:126104557.jpg,126104557,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
355,File:131356578.jpg,131356578,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
356,File:97182976.jpg,97182976,Q99598709,The Air Navigation (Restriction of Flying) (State Opening of Parliament) Regulations 2017,UK Statutory Instrument 2017 No. 688,The Air Navigation (Restriction of Flying) (State Opening of Parliament) Regulations 2017,NA
357,File:26889465.jpg,26889465,Q374740,EgyptAir,national airline of Egypt,EgyptAir,['EgyptAir']
358,File:13687958.jpg,13687958,Q49844,post box,post collection point,post box,['Post boxes']
359,File:41783910.jpg,41783910,Q697834,Luciano Salce,"Italian film director, lyricist, scenographer (1922-1989)",Luciano Salce,['Luciano Salce']
360,File:29163094.jpg,29163094,Q23807296,Gävle hamn,"port in Gävle Municipality, Gävleborg County, Sweden",Gävle hamn,['Gävle hamn']
361,File:8465866.jpg,8465866,Q1956214,Dimitrie Gusti National Village Museum in Bucharest,"ethnographic museum in Herăstrău Park, Bucharest, Romania",Dimitrie Gusti National Village Museum in Bucharest,"['Village Museum, Bucharest']"
362,File:71767776.jpg,71767776,Q1287413,Kamal Nath,Indian politician,Kamal Nath,['Kamal Nath']
363,File:98072784.jpg,98072784,Q99919963,The Social Security (Contributions) Amendment (No. 3) Regulations 1985,UK Statutory Instrument 1985 No. 398,The Social Security (Contributions) Amendment (No. 3) Regulations 1985,NA
364,File:42845589.jpg,42845589,Q686468,Rathaus of Vienna,"town hall of Vienna, Austria",Rathaus of Vienna,['Vienna City Hall']
365,File:137063833.jpg,137063833,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
366,File:26922290.jpg,26922290,Q652657,drain cover,cover with holes in it or a grating used to cover a water drain,drain cover,['Drain covers']
367,File:123114566.jpg,123114566,Q6507638,Rajarani Temple,"temple in Bhubaneswar, India",Rajarani Temple,['Rajarani Temple']
368,File:44239424.jpg,44239424,Q12308342,Funen Art Academy,state-recognised five year course in the contemporary visual arts at Odense,Funen Art Academy,NA
369,File:105389362.jpg,105389362,Q1886349,logo,graphic mark or emblem commonly used by commercial enterprises,logo,['Logos']
370,File:136257231.jpg,136257231,Q198271,ZiU-9,trolleybus,ZiU-9,['ZiU-9']
371,File:46358369.jpg,46358369,Q52852659,Dresden/Süd substation,transmission substation in Germany,Dresden/Süd substation,['Umspannwerk Dresden-Süd']
372,File:105708824.jpg,105708824,Q184377,pronunciation,way a word or a language is spoken,pronunciation,['Pronunciation']
373,File:73386176.jpg,73386176,Q913822,Hasan Abad Square,"square in Tehran, Iranian national heritage site",Hasan Abad Square,['Hasan Abad Square']
374,File:5852178.jpg,5852178,Q4117064,Reem Acra,fashion designer,Reem Acra,['Reem Acra']
375,File:132712773.jpg,132712773,Q5004679,path,small road or street,path,['Paths']
376,File:21923361.jpg,21923361,Q12364766,Jaak Jürimäe,Estonian sports scientist,Jaak Jürimäe,['Jaak Jürimäe']
377,File:130524603.jpg,130524603,Q159614,Seiko Epson,Japanese electronics company,Seiko Epson,['Epson']
378,File:91653853.jpg,91653853,Q3521374,Ubi MRT station,MRT station in Singapore,Ubi MRT station,['Ubi MRT Station']
379,File:18813932.jpg,18813932,Q19901220,View of Athens,painting by Thomas Ender,View of Athens,NA
380,File:8636159.jpg,8636159,Q116887,décolletage,"neckline on a woman's dress, especially one that reveals or emphasizes her cleavage",décolletage,['Décolleté']
381,File:2559342.jpg,2559342,Q68012253,Ed Schieffelin Monument,monument,Ed Schieffelin Monument,['Ed Schieffelin Monument']
382,File:14231645.jpg,14231645,Q23397,lake,"body of relatively still water, localized in a basin",lake,['Lakes']
383,File:43424917.jpg,43424917,Q224962,Kajal Aggarwal,Indian actress (born 1985),Kajal Aggarwal,['Kajal Aggarwal']
384,File:123510699.jpg,123510699,Q188509,suburb,human settlement that is part of/or near to a larger city or town,suburb,['Suburbs']
385,File:106355251.jpg,106355251,Q213441,shop,place where items or services are sold,shop,['Shops']
386,File:93676243.jpg,93676243,Q1504465,Kawasaki Daishi,"Buddhist temple in Kanagawa Prefecture, Japan",Kawasaki Daishi,['Kawasaki Daishi']
387,File:18550805.jpg,18550805,Q108864126,Mitsubishi Pajero Evolution,Prototype Cross Country Rally Car from Mitsubishi Motors,Mitsubishi Pajero Evolution,['Mitsubishi Pajero Evolution (Super Production cross-country car)']
388,File:7791255.jpg,7791255,Q378440,Rifugio 7º Alpini,Italian mountain hut,Rifugio 7º Alpini,['Rifugio 7º Alpini']
389,File:69066005.jpg,69066005,Q1667064,Maria Kurjo,German diver,Maria Kurjo,['Maria Kurjo']
390,File:82368837.jpg,82368837,Q17741633,St Mary's Church,"church in St Fagans, Cardiff, Wales",St Mary's Church,"[""St Mary's Church, St Fagans""]"
391,File:130207615.jpg,130207615,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
392,File:126865209.jpg,126865209,Q188509,suburb,human settlement that is part of/or near to a larger city or town,suburb,['Suburbs']
393,File:56733497.jpg,56733497,Q22686,Donald Trump,president of the United States from 2017 to 2021,Donald Trump,['Donald Trump']
394,File:118411624.jpg,118411624,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
395,File:112625938.jpg,112625938,Q188675,signature,handwritten mark made as a proof of identity and intent,signature,['Signatures']
396,File:64573245.jpg,64573245,Q926819,Luis Alberto Brause,Uruguayan lawyer (1907-1965),Luis Alberto Brause,['Luis Alberto Brause']
397,File:122669925.jpg,122669925,Q56402893,Sakkola Church,"former church in Sakkola, Finland",Sakkola Church,['Sakkola church']
398,File:65655889.jpg,65655889,Q56159226,Saileswar Temple,temple in Dihar,Saileswar Temple,"['Shaileshwar Temple, Dihar']"
399,File:51082100.jpg,51082100,Q41372211,St. Pantaleon,"building in Raitenbuch, Middle Franconia, Germany",St. Pantaleon,['St. Pantaleon (Reuth am Wald)']
400,File:97917965.jpg,97917965,Q4194493,Zubrytsya,"village in Turka Raion, Lviv Oblast, Ukraine",Zubrytsya,"['Zubrytsya, Lviv Oblast']"
401,File:112512450.jpg,112512450,Q109474345,Arthur Allaman,diver,Arthur Allaman,['Arthur Allaman']
402,File:83231537.jpg,83231537,Q28947938,Hôtel de ville de Cannes,building in France,Hôtel de ville de Cannes,['Hôtel de ville de Cannes']
403,File:113453390.jpg,113453390,Q1641020,palm-leaf manuscript,manuscripts made out of dried palm leaves,palm-leaf manuscript,['Palm-leaf manuscripts']
404,File:8581122.jpg,8581122,Q42710,water buffalo,species of large bovid originating in South Asia,water buffalo,['Bubalus bubalis']
405,File:79570730.jpg,79570730,Q111620,Carsten Müller,German politician,Carsten Müller,['Carsten Müller (CDU)']
406,File:142239249.jpg,142239249,Q5004679,path,small road or street,path,['Paths']
407,File:12353497.jpg,12353497,Q470971,José María Guido,president of Argentina,José María Guido,['José María Guido']
408,File:35398063.jpg,35398063,Q16177611,Symbol,South Korean pro gamer,Symbol,['Symbol (gamer)']
409,File:128696341.jpg,128696341,Q854680,uneven bars,Wikimedia compound page,uneven bars,['Uneven bars']
410,File:59345329.jpg,59345329,Q153481,Jenna Bush Hager,"American journalist, author, and television personality",Jenna Bush Hager,['Jenna Bush Hager']
411,File:94283463.jpg,94283463,Q3043543,Leh Palace,building in India,Leh Palace,['Leh Palace']
412,File:72278763.jpg,72278763,Q24955939,Sydney McLaughlin-Levrone,American hurdler and sprinter,Sydney McLaughlin-Levrone,['Sydney McLaughlin']
413,File:75845531.jpg,75845531,Q28056033,Kasper Stadaas,Norwegian cross-country skier,Kasper Stadaas,['Kasper Stadaas']
414,File:133761065.jpg,133761065,Q11629,art of painting,"practice of applying paint, pigment, color or other medium to a surface",art of painting,['Painting']
415,File:12966880.jpg,12966880,Q3395383,agricultural land,land used for agricultural purposes,agricultural land,['Agricultural land']
416,File:39494882.jpg,39494882,Q350401,Dimitrios Kasdaglis,"British tennis player of greek origin, resident in Egypt (1872-1931)",Dimitrios Kasdaglis,['Dionysios Kasdaglis']
417,File:121438894.jpg,121438894,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
418,File:139950058.jpg,139950058,Q30032152,educational facility,"building, resource or equipment for education",educational facility,['Education facilities']
419,File:98063393.jpg,98063393,Q99919070,The Agriculture and Horticulture Development (Amendment) Regulations 1985,UK Statutory Instrument 1985 No. 1025,The Agriculture and Horticulture Development (Amendment) Regulations 1985,NA
420,File:140646664.jpg,140646664,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
421,File:52879892.jpg,52879892,Q916259,Nuri Fatih Aydın,Turkish footballer,Nuri Fatih Aydın,['Nuri Fatih Aydın']
422,File:936043.jpg,936043,Q16923190,Lek Yuen Estate,"public housing estate in Sha Tin, Hong Kong",Lek Yuen Estate,['Lek Yuen Estate']
423,File:113964838.jpg,113964838,Q188869,field,area of land used for agricultural purposes,field,['Fields']
424,File:53215864.jpg,53215864,Q193193,Sainte Chapelle,"chapel located in Paris, in France",Sainte Chapelle,['Sainte-Chapelle (Paris)']
425,File:24573801.jpg,24573801,Q11640655,Roadside station Uzushio,"roadside station in Minamiawaji, Hyogo prefecture, Japan",Roadside station Uzushio,['Michinoeki Uzushio']
426,File:125103366.jpg,125103366,Q2451739,Interstate 495,highway in the U.S. state of New York,Interstate 495,['Interstate 495 (New York)']
427,File:29680578.jpg,29680578,Q110581533,Tank top,casual sleeveless shirt,Tank top,NA
428,File:70054142.jpg,70054142,Q55009936,Erasmus Gower,portrait by William Ridley,Erasmus Gower,NA
429,File:61809537.jpg,61809537,Q26657677,The Priory,"house in Blythburgh, Suffolk, England, UK",The Priory,"['The Priory, Blythburgh']"
430,File:132572310.jpg,132572310,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
431,File:128901772.jpg,128901772,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
432,File:99867235.jpg,99867235,Q105476160,Dragan Dragi Petrović,Serbian actor,Dragan Dragi Petrović,['Dragan Dragi Petrović']
433,File:114192685.jpg,114192685,Q105889895,religious site,location significant to one or more religions,religious site,NA
434,File:138274105.jpg,138274105,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
