,file_name,wiki_commons_id,wiki_data_id,depicts,description,object_name,categories
219,File:95900624.jpg,95900624,Q99664309,The M54 Motorway (Junction 2 to Junction 3) (Temporary Prohibition of Traffic) Order 2013,UK Statutory Instrument 2013 No. 3120,The M54 Motorway (Junction 2 to Junction 3) (Temporary Prohibition of Traffic) Order 2013,NA
220,File:132910005.jpg,132910005,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
221,File:144539660.jpg,144539660,Q112762844,Nicole de Moor,Belgian politician,Nicole de Moor,['Nicole de Moor']
222,File:144079054.jpg,144079054,Q22698,park,"permanently dedicated recreation area, often open to the public and generally characterized by natural, historic, or landscape features",park,['Parks']
223,File:28670200.jpg,28670200,Q10502305,Galtström,"settlement in Sundsvall Municipality,Sweden",Galtström,['Galtström']
224,File:8397107.jpg,8397107,Q902463,Krzysztof Matyjaszewski,Polish-American chemist famous for discovering 'Atom Transfer Radical Polymerization' (ATRP) technique for polymer synthesis,Krzysztof Matyjaszewski,['Krzysztof Matyjaszewski']
225,File:83338628.jpg,83338628,Q7197034,Piotr Zieliński,Polish association football player,Piotr Zieliński,['Piotr Zieliński (footballer)']
226,File:88626225.jpg,88626225,Q4476888,Clibanarius antillensis,species of crustacean,Clibanarius antillensis,['Clibanarius antillensis']
227,File:94066732.jpg,94066732,Q14906375,Roßlau (Elbe) station,"railway station in Dessau-Roßlau, Germany",Roßlau (Elbe) station,['Bahnhof Roßlau (Elbe)']
228,File:46888555.jpg,46888555,Q4885882,Ben Hunt-Davis,British rower,Ben Hunt-Davis,['Ben Hunt-Davis']
229,File:62409023.jpg,62409023,Q1515457,Richard von Schirach,German writer,Richard von Schirach,['Richard von Schirach']
230,File:126928578.jpg,126928578,Q3241565,woodland,low-density forest forming open habitats with plenty of sunlight and limited shade,woodland,['Woodlands']
231,File:118997733.jpg,118997733,Q6974722,National Palace,government building in Guatemala,National Palace,['Guatemala National Palace']
232,File:119734165.jpg,119734165,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
233,File:109399092.jpg,109399092,Q13220453,Château Saint-Léon,"former castle in Eguisheim, Haut-Rhin, France",Château Saint-Léon,"[""Château d'Eguisheim""]"
234,File:130944429.jpg,130944429,Q232113,Anna Karina,Danish-French actress (1940–2019),Anna Karina,['Anna Karina']
235,File:43348461.jpg,43348461,Q22910015,Glory of the Virgin and the Archangel Michael who wins the tempter devil,fresco by Biagio Bellotti,Glory of the Virgin and the Archangel Michael who wins the tempter devil,"[""Gloria della Vergine con l'arcangelo Michele che vince sul demonio tentatore""]"
236,File:50890855.jpg,50890855,Q38954,Teide,volcano on Tenerife in the Canary Islands,Teide,['Teide']
237,File:24760292.jpg,24760292,Q850379,Bryan Bouffier,European Rally Championship driver,Bryan Bouffier,['Bryan Bouffier']
238,File:138870535.jpg,138870535,Q22698,park,"permanently dedicated recreation area, often open to the public and generally characterized by natural, historic, or landscape features",park,['Parks']
239,File:132962425.jpg,132962425,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
240,File:110416466.jpg,110416466,Q5004679,path,small road or street,path,['Paths']
241,File:86887450.jpg,86887450,Q274153,water tower,elevated structure supporting a water tank,water tower,['Water towers']
242,File:41934040.jpg,41934040,Q51401,LGBT pride flag,symbol of LGBT movement,LGBT pride flag,['LGBT pride flags']
243,File:97432929.jpg,97432929,Q12837,Iberian Peninsula,peninsula located in the extreme southwest of Europe,Iberian Peninsula,['Iberian Peninsula']
244,File:41679373.jpg,41679373,Q105810739,Schoemaker atlas,Dutch atlas created around 1720,Schoemaker atlas,['Atlas Schoemaker']
245,File:43621898.jpg,43621898,Q16399766,"Saint Gregory the Illuminator Church, Gyumri",cultural heritage monument of Armenia,"Saint Gregory the Illuminator Church, Gyumri","['Saint Gregory the Illuminator Church, Gyumri']"
246,File:140652320.jpg,140652320,Q571,book,medium for recording information (words or images) typically on bound pages or more abstractly in electronic or audio form,book,['Books']
247,File:16817303.jpg,16817303,Q205367,Château de Chambord,"castle in Chambord, Centre-Val de Loire, France",Château de Chambord,['Château de Chambord']
248,File:131039949.jpg,131039949,Q79007,street,public thoroughfare in a built environment,street,['Streets']
249,File:88603233.jpg,88603233,Q13228394,Heterocarpus hayashii,species of crustacean,Heterocarpus hayashii,['Heterocarpus hayashii']
250,File:62882147.jpg,62882147,Q19421150,Zoran Gajić,Serbian footballer,Zoran Gajić,['Zoran Gajić']
251,File:14557019.jpg,14557019,Q131596,farm,"area of land for farming, or, for aquaculture, lake, river or sea, including various structures",farm,['Farms']
252,File:74002018.jpg,74002018,Q10432223,Mycena fagetorum,species of fungus,Mycena fagetorum,['Mycena fagetorum']
253,File:125688548.jpg,125688548,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
254,File:94564596.jpg,94564596,Q30063432,IV Lyceum building in Chorzów,cultural heritage monument in Poland,IV Lyceum building in Chorzów,['IV Lyceum in Chorzów']
255,File:106931182.jpg,106931182,Q101246745,Quinn Müller,Swiss gymnast,Quinn Müller,['Quinn Müller']
256,File:105097672.jpg,105097672,Q41176,building,"structure, typically with a roof and walls, standing more or less permanently in one place",building,['Buildings']
257,File:118233927.jpg,118233927,Q111840049,Etruscans : a Mediterranean civilization,"temporary exhibition 2022 in the Musée de la Romanité in Nîmes (Gard, Languedoc, France)",Etruscans : a Mediterranean civilization,['2022 temporary exhibition (Musée de la Romanité)']
258,File:116824874.jpg,116824874,Q8000221,Wilbur Marshall Urban,American philosopher,Wilbur Marshall Urban,NA
259,File:117563510.jpg,117563510,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
260,File:126599047.jpg,126599047,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
261,File:68240286.jpg,68240286,Q2425901,Ecce Ancilla Domini,painting by Dante Gabriel Rossetti,Ecce Ancilla Domini,['Ecce Ancilla Domini! by Dante Gabriel Rossetti']
262,File:109165944.jpg,109165944,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
263,File:104851661.jpg,104851661,Q212198,pub,drinking establishment,pub,['Pubs']
264,File:139888066.jpg,139888066,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
265,File:109780766.jpg,109780766,Q5004679,path,small road or street,path,['Paths']
266,File:61267657.jpg,61267657,Q3497632,Statue of St. Wenceslaus,sculpture by Josef Václav Myslbek,Statue of St. Wenceslaus,['Statue of Saint Wenceslaus by Myslbek']
267,File:106747315.jpg,106747315,Q11875349,playground,place with a specific design for children and other age groups to be able to play there,playground,['Playgrounds']
268,File:135628984.jpg,135628984,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
269,File:136078725.jpg,136078725,Q17481904,El Corredor,mountain in Spain,El Corredor,NA
270,File:53957270.jpg,53957270,Q3052300,Emilie-Claire Barlow,Canadian singer,Emilie-Claire Barlow,['Emilie-Claire Barlow']
271,File:117351425.jpg,117351425,Q105889895,religious site,location significant to one or more religions,religious site,NA
272,File:110605521.jpg,110605521,Q212,Ukraine,country in Eastern Europe,Ukraine,['Ukraine']
273,File:143025167.jpg,143025167,Q1776176,Diplomatic Security Service,"security and law enforcement arm of the Bureau of Diplomatic Security, US State Department",Diplomatic Security Service,['Diplomatic Security Service']
274,File:36715728.jpg,36715728,Q35572,UEFA,international governing body for association football in Europe,UEFA,['UEFA']
275,File:73079741.jpg,73079741,Q10884,tree,perennial woody plant,tree,['Trees']
276,File:58354711.jpg,58354711,Q29828860,Paweł Matyka,Polish photographer,Paweł Matyka,['Paweł Matyka']
277,File:122971438.jpg,122971438,Q3044186,Lastings Milledge,American baseball player,Lastings Milledge,['Lastings Milledge']
278,File:112762329.jpg,112762329,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
279,File:31978611.jpg,31978611,Q5345585,Edward Thomas,Narrow gauge steam locomotive,Edward Thomas,"['Talyllyn Railway, Edward Thomas']"
280,File:145498669.jpg,145498669,Q525,Sun,star at the centre of the Solar System,Sun,['Sun']
281,File:22839616.jpg,22839616,Q2546257,Walter Schwarz,German lawyer and jurist,Walter Schwarz,['Walter Schwarz']
282,File:7897218.jpg,7897218,Q503968,sphygmomanometer,instrument for measuring blood pressure,sphygmomanometer,['Sphygmomanometers']
283,File:119306592.jpg,119306592,Q1391249,hilarri,stone or wooden slab erected for funerals or commemorative purposes,hilarri,['Basque steles']
284,File:126900310.jpg,126900310,Q11698548,Foxton,"village and civil parish in Cambridgeshire, UK",Foxton,"['Foxton, Cambridgeshire']"
285,File:97132943.jpg,97132943,Q581450,fallen angel,"in the Abrahamic religions, angels expelled from heaven",fallen angel,['Fallen angels']
286,File:51352507.jpg,51352507,Q2524402,Church of the Saviour at Berestove,"church building in Kyiv, Ukraine",Church of the Saviour at Berestove,['Church of the Saviour at Berestove']
287,File:142529898.jpg,142529898,Q3947,house,building usually intended for living in,house,['Houses']
288,File:86272952.jpg,86272952,Q346658,Arturo Frondizi,President of Argentina,Arturo Frondizi,['Arturo Frondizi']
289,File:135331361.jpg,135331361,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
290,File:133750510.jpg,133750510,Q2633760,Sint-Trudokerk,"church building in Zundert, Netherlands",Sint-Trudokerk,['Sint-Trudokerk (Zundert)']
291,File:117229388.jpg,117229388,Q294440,public space,places for public use,public space,['Public space']
292,File:119836245.jpg,119836245,Q3947,house,building usually intended for living in,house,['Houses']
293,File:20758753.jpg,20758753,Q3515818,Tarso Genro,Brazilian politician,Tarso Genro,['Tarso Genro']
294,File:23853376.jpg,23853376,Q5389759,Weddermarke,"windmill in Wedde, Netherlands",Weddermarke,"['Weddermarke, Wedde']"
295,File:89535720.jpg,89535720,Q2942276,Nîmes Cathedral,"cathedral located in Gard, in France",Nîmes Cathedral,['Cathédrale Notre-Dame-et-Saint-Castor de Nîmes']
296,File:79040759.jpg,79040759,Q313388,Jonah Hill,American actor (born 1983),Jonah Hill,['Jonah Hill']
297,File:36999033.jpg,36999033,Q49413967,Dorfstraße 24,Upper Lusatian house in Oberoderwitz,Dorfstraße 24,['Dorfstraße 24 (Oberoderwitz)']
298,File:128915633.jpg,128915633,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
299,File:57685257.jpg,57685257,Q227690,xampinig,species of fungus,xampinig,['Agaricus bisporus']
300,File:28714081.jpg,28714081,Q30047119,11 Matejki Street in Kłodzko,"house in Kłodzko, Lower Silesian Voivodeship, Poland",11 Matejki Street in Kłodzko,['11 Matejki Street in Kłodzko']
301,File:143393583.jpg,143393583,Q5004679,path,small road or street,path,['Paths']
302,File:74944249.jpg,74944249,Q840330,pommel horse,men's artistic gymnastics apparatus,pommel horse,['Pommel horse']
303,File:140446548.jpg,140446548,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
304,File:60863361.jpg,60863361,Q860861,sculpture,three-dimensional work of art,sculpture,['Sculptures']
305,File:146574148.jpg,146574148,Q1870700,modern ruins,ruins of architecture constructed in the recent past,modern ruins,NA
306,File:145238774.jpg,145238774,Q180788,National Gallery,"art museum in London, England",National Gallery,"['National Gallery, London']"
307,File:122988103.jpg,122988103,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
308,File:95867732.jpg,95867732,Q99678469,The Firefighters' Pension Scheme (England)(Amendment) Order 2012,UK Statutory Instrument 2012 No. 954,The Firefighters' Pension Scheme (England)(Amendment) Order 2012,NA
309,File:117101930.jpg,117101930,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
310,File:92650515.jpg,92650515,Q104212,Humulus lupulus,species of plant,Humulus lupulus,['Humulus lupulus']
311,File:51069035.jpg,51069035,Q20188208,Three Omagua Men,painting by George Catlin,Three Omagua Men,NA
312,File:139957503.jpg,139957503,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
313,File:52956844.jpg,52956844,Q341547,Campanula rapunculoides,species of plant,Campanula rapunculoides,['Campanula rapunculoides']
314,File:137007575.jpg,137007575,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
315,File:115806778.jpg,115806778,Q81103,cannon,class of artillery which fires at a low or flat trajectory,cannon,['Cannons']
316,File:144493706.jpg,144493706,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
317,File:71918717.jpg,71918717,Q3595500,Selja Kumari,Indian politician,Selja Kumari,['Selja Kumari']
318,File:54039711.jpg,54039711,Q41778624,Kile,apple cultivar,Kile,['Kile (apple)']
319,File:54509962.jpg,54509962,Q5836,Toledo,municipality in central Spain,Toledo,"['Toledo, Spain']"
320,File:103268062.jpg,103268062,Q2207370,seat,object for sitting on,seat,['Seats']
321,File:100942364.jpg,100942364,Q5497187,Frederica Mathewes-Green,American writer,Frederica Mathewes-Green,['Frederica Mathewes-Green']
322,File:145330373.jpg,145330373,Q44782,port,maritime facility where ships may dock to load and discharge passengers and cargo,port,['Ports and harbours']
323,File:128685018.jpg,128685018,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
324,File:98262822.jpg,98262822,Q3147440,Ibn Xabbat,writer and scientist from Ifriqiya,Ibn Xabbat,['Ibn Chabbat']
325,File:129995877.jpg,129995877,Q105889895,religious site,location significant to one or more religions,religious site,NA
326,File:122056652.jpg,122056652,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
327,File:141409049.jpg,141409049,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
328,File:133861186.jpg,133861186,Q188509,suburb,human settlement that is part of/or near to a larger city or town,suburb,['Suburbs']
329,File:21454633.jpg,21454633,Q5261521,Derby Waterfront District,"historic district in Massachusetts, United States",Derby Waterfront District,NA
330,File:113041142.jpg,113041142,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
331,File:138397971.jpg,138397971,Q122911565,Continuing artistic education in Russia at the present stage: problems and prospects. Volume 1,monograph,Continuing artistic education in Russia at the present stage: problems and prospects. Volume 1,NA
332,File:106691828.jpg,106691828,Q1267921,Igor Zhelezovski,Belarusian speed skater (1963–2021),Igor Zhelezovski,['Igor Zhelezovski']
333,File:108919133.jpg,108919133,Q3947,house,building usually intended for living in,house,['Houses']
334,File:52603634.jpg,52603634,Q6518785,Lehi Museum,"Museum in Tel Aviv, Israel",Lehi Museum,"['Lehi Museum, Tel Aviv']"
335,File:134143417.jpg,134143417,Q1068842,footbridge,"bridge designed for pedestrians and in some cases cyclists, animal traffic and horse riders, rather than vehicular traffic",footbridge,['Footbridges']
336,File:97254729.jpg,97254729,Q102807683,Matthias Finger,Ph.D. Université de Genève 1986,Matthias Finger,NA
337,File:21880940.jpg,21880940,Q27954594,"Sacada de la red, Bs.As.",painting by Prilidiano Pueyrredón,"Sacada de la red, Bs.As.",NA
338,File:70076923.jpg,70076923,Q18631985,Liz Walker,American Journalist,Liz Walker,['Liz Walker (journalist)']
339,File:76636656.jpg,76636656,Q19592761,Manuela Carmena,"Spanish judge and politician, mayor of Madrid",Manuela Carmena,['Manuela Carmena']
340,File:51132963.jpg,51132963,Q26487102,190 New King's Road,"building in Hammersmith and Fulham, Greater London, UK",190 New King's Road,"[""190 New King's Road""]"
341,File:135978002.jpg,135978002,Q1746285,Kleinalmerode,human settlement in Germany,Kleinalmerode,['Kleinalmerode']
342,File:104889033.jpg,104889033,Q100348053,"Glass Object, Yale University Art Gallery, inv. 1938.5999.2711","YUAG 88255. Archaeological object excavated in Dura-Europos by the Yale-French team, 1928-1937, Syria","Glass Object, Yale University Art Gallery, inv. 1938.5999.2711",NA
343,File:130310240.jpg,130310240,Q220659,archaeological artifact,something made by humans and of archaeological interest,archaeological artifact,['Archaeological objects']
344,File:107687095.jpg,107687095,Q131596,farm,"area of land for farming, or, for aquaculture, lake, river or sea, including various structures",farm,['Farms']
345,File:113434261.jpg,113434261,Q110155207,"Vanity Fair: Military and Navy; 'Colchester', Captain Herbert Scarisbrick Naylor Leyland, August 9, 1894",chromolithograph - Leslie Matthew 'Spy' Ward,"Vanity Fair: Military and Navy; 'Colchester', Captain Herbert Scarisbrick Naylor Leyland, August 9, 1894",NA
346,File:123069481.jpg,123069481,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
347,File:144730389.jpg,144730389,Q5004679,path,small road or street,path,['Paths']
348,File:81938651.jpg,81938651,Q3329950,Musée de la Reine Bérengère,museum in France,Musée de la Reine Bérengère,['Musée de la Reine Bérengère']
349,File:73156004.jpg,73156004,Q55766297,Villa Garzoni garden,parc in Collodi,Villa Garzoni garden,['Gardens of Villa Garzoni']
350,File:129691805.jpg,129691805,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
351,File:114097763.jpg,114097763,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
352,File:86242452.jpg,86242452,Q162621,Walter Huston,Canadian actor and singer (1883–1950),Walter Huston,['Walter Huston']
353,File:107662635.jpg,107662635,Q19279502,Arenas Blancas Lighthouse,lighthouse in Spain,Arenas Blancas Lighthouse,['Faro de Arenas Blancas']
354,File:4812911.jpg,4812911,Q1770845,Phare des Baleines,"lighthouse in Charente-Maritime, France",Phare des Baleines,['Phare des Baleines']
355,File:81465437.jpg,81465437,Q144,dog,domestic animal,dog,['Dogs']
356,File:106988028.jpg,106988028,Q3355527,Barnack,village in the United Kingdom,Barnack,['Barnack']
357,File:23382670.jpg,23382670,Q17204805,"Oudezijds Achterburgwal 136, Amsterdam","house in Amsterdam, Netherlands","Oudezijds Achterburgwal 136, Amsterdam","['Oudezijds Achterburgwal 136, Amsterdam']"
358,File:79838734.jpg,79838734,Q98833892,Lesende,"sculpture by Karin Hertz in Hamburg, Germany",Lesende,['Lesende (Karin Hertz) Hamburg-Poppenbüttel']
359,File:28356856.jpg,28356856,Q193369,Prague Castle,"castle complex in Prague, Czech Republic, dating from the 9th century",Prague Castle,['Prague Castle']
360,File:141133519.jpg,141133519,Q22698,park,"permanently dedicated recreation area, often open to the public and generally characterized by natural, historic, or landscape features",park,['Parks']
361,File:16812727.jpg,16812727,Q1757808,Vadstena Castle,"built as the fortress by Gustav Vasa, in the 16th century, to protect Stockholm from enemies approaching from the south. The castle has been very well preserved, and is one best examples of Renaissance architecture of Sweden.",Vadstena Castle,['Vadstena slott']
362,File:129644060.jpg,129644060,Q3947,house,building usually intended for living in,house,['Houses']
363,File:93252242.jpg,93252242,Q5539102,George F. Hammond,American architect (1855-1938),George F. Hammond,['George F. Hammond']
364,File:143468113.jpg,143468113,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
365,File:75064427.jpg,75064427,Q1971570,flagpole,a pole used to display a flag,flagpole,['Flagpoles']
366,File:104040361.jpg,104040361,Q944588,slope,side of a hill or mountain,slope,['Slopes']
367,File:139905215.jpg,139905215,Q5004679,path,small road or street,path,['Paths']
368,File:93176516.jpg,93176516,Q8063,rock,naturally occurring solid aggregate of one or more minerals or mineraloids,rock,['Rocks']
369,File:25722804.jpg,25722804,Q105203826,The Triumph of Arts and Letters – Nations of the World Presenting Art and Goods to Britannia as at the Great Exhibition of 1851,"terracotta mosaic on the façade of the Royal Albert Hall, London",The Triumph of Arts and Letters – Nations of the World Presenting Art and Goods to Britannia as at the Great Exhibition of 1851,['Friezes on the Royal Albert Hall']
370,File:65146186.jpg,65146186,Q2535664,crocodile,common name for large reptilian carnivore; approximately Crocodylidae (ca 18 species) or Crocodylinae (ca 14 species) or genus Crocodylus (ca 14 species),crocodile,NA
371,File:59457919.jpg,59457919,Q48967,Katrin Göring-Eckardt,German politician,Katrin Göring-Eckardt,['Katrin Göring-Eckardt']
372,File:17866388.jpg,17866388,Q359126,Brian Westbrook,"American football player, running back",Brian Westbrook,['Brian Westbrook']
373,File:8921821.jpg,8921821,Q6253706,John Quinlan,American professional wrestler and bodybuilder,John Quinlan,['John Quinlan (wrestler)']
374,File:113935148.jpg,113935148,Q23442,island,piece of sub-continental land completely surrounded by water,island,['Islands']
375,File:132213997.jpg,132213997,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
376,File:129196829.jpg,129196829,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
377,File:33725701.jpg,33725701,Q131354,Alcatraz Island,"island in San Francisco, California, United States of America",Alcatraz Island,['Alcatraz Island']
378,File:79096741.jpg,79096741,Q810403,Basler Hof,house,Basler Hof,['Basler Hof (Freiburg)']
379,File:129787928.jpg,129787928,Q571,book,medium for recording information (words or images) typically on bound pages or more abstractly in electronic or audio form,book,['Books']
380,File:17930841.jpg,17930841,Q7988213,Western Railway Museum,"railroad museum in Suisun City, California",Western Railway Museum,['Western Railway Museum']
381,File:136715000.jpg,136715000,Q254436,Solidago canadensis,species of flowering plant,Solidago canadensis,['Solidago canadensis']
382,File:120395895.jpg,120395895,Q108461923,Trương Vĩnh Tống,Minister of foreign affairs for South Vietnam,Trương Vĩnh Tống,['Trương Vĩnh Tống']
383,File:136721362.jpg,136721362,Q1757126,Uxbridge tube station,London Underground station,Uxbridge tube station,['Uxbridge tube station']
384,File:24255934.jpg,24255934,Q17464488,Onze-Lieve-Vrouw-ten-Hemelopnemingskerk,"church in Doetinchem, Netherlands",Onze-Lieve-Vrouw-ten-Hemelopnemingskerk,"['Onze Lieve Vrouw ten Hemelopneming, Doetinchem']"
385,File:113436404.jpg,113436404,Q5882154,Martin Jensen,Swedish politician,Martin Jensen,['Martin Jensen 1881']
386,File:17307459.jpg,17307459,Q1394456,Lincoln Lewis,Australian actor,Lincoln Lewis,['Lincoln Lewis']
387,File:75168897.jpg,75168897,Q112317717,Grave of Cambacérès,"sepulchral chapel located in Paris, in France",Grave of Cambacérès,"['Grave of Cambacérès (Père-Lachaise, division 37)']"
388,File:96078588.jpg,96078588,Q30594432,Bathyhedyle boucheti,species of mollusc,Bathyhedyle boucheti,['Bathyhedyle boucheti']
389,File:16501033.jpg,16501033,Q16474,John McEnroe,American tennis player,John McEnroe,['John McEnroe']
390,File:136200561.jpg,136200561,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
391,File:115625256.jpg,115625256,Q4980053,Anna Starbrink,Swedish politician,Anna Starbrink,['Anna Starbrink']
392,File:78292494.jpg,78292494,Q623270,horizontal bar,apparatus used in men's artistic gymnastics,horizontal bar,['Horizontal bar']
393,File:106003511.jpg,106003511,Q1639395,bridle path,"path, trail or a thoroughfare that is used by horse riders",bridle path,['Equestrian trails']
394,File:138490856.jpg,138490856,Q26580542,Queen's Arms Hotel,"hotel in Barrow-in-Furness, Cumbria, UK",Queen's Arms Hotel,NA
395,File:136761817.jpg,136761817,Q105889895,religious site,location significant to one or more religions,religious site,NA
396,File:113811954.jpg,113811954,Q110249678,Lukas Kluge,gymnast,Lukas Kluge,['Lukas Kluge']
397,File:91523721.jpg,91523721,Q323164,Le Touquet-Paris-Plage,French commune in Pas-de-Calais,Le Touquet-Paris-Plage,['Le Touquet-Paris-Plage']
398,File:142382617.jpg,142382617,Q525,Sun,star at the centre of the Solar System,Sun,['Sun']
399,File:23720494.jpg,23720494,Q810105,Oudenbosch Basilica,church,Oudenbosch Basilica,['Oudenbosch Basilica']
400,File:50469392.jpg,50469392,Q33469899,Saint Thérèse of Lisieux church in Porządzie,"church building in Porządzie, Poland",Saint Thérèse of Lisieux church in Porządzie,['Saint Thérèse of Lisieux church in Porządzie']
401,File:107510158.jpg,107510158,Q167435,Attacus atlas,species of insect,Attacus atlas,['Attacus atlas']
402,File:33892011.jpg,33892011,Q16735466,José Antonio Pérez Tapias,Spanish politician,José Antonio Pérez Tapias,['José Antonio Pérez Tapias']
403,File:127676905.jpg,127676905,Q59572124,Gustavo Mioto,Brazilian singer and songwriter,Gustavo Mioto,['Gustavo Mioto']
404,File:97865078.jpg,97865078,Q99939418,The Legal Advice and Assistance (Scotland) Amendment Regulations 1984,UK Statutory Instrument 1984 No. 210 (S. 14),The Legal Advice and Assistance (Scotland) Amendment Regulations 1984,NA
405,File:127083067.jpg,127083067,Q115758709,Anabella Kochkina,diver,Anabella Kochkina,['Anabella Kochkina']
406,File:1076852.jpg,1076852,Q7706274,Tetracoccus dioicus,species of plant,Tetracoccus dioicus,['Tetracoccus dioicus']
407,File:145161795.jpg,145161795,Q525,Sun,star at the centre of the Solar System,Sun,['Sun']
408,File:122830704.jpg,122830704,Q16970,church building,building used for Christian worship,church building,['Churches']
409,File:26573974.jpg,26573974,Q15948426,Église Notre-Dame de Mello,"collegiate church located in Oise, in France",Église Notre-Dame de Mello,['Église Notre-Dame de Mello']
410,File:4655197.jpg,4655197,Q29273401,The Burghers of Calais,statues by Auguste Rodin at Calais,The Burghers of Calais,['Les Bourgeois de Calais (Calais)']
411,File:130544105.jpg,130544105,Q11946202,butterfly,group of insects in the order Lepidoptera,butterfly,['Butterflies']
412,File:27225012.jpg,27225012,Q16589970,Monument to Victims of Volhynia Massacres at Skwer Wołyński in Warszawa,"monument in Warsaw, Poland",Monument to Victims of Volhynia Massacres at Skwer Wołyński in Warszawa,['Monument to Victims of Volhynia Massacres at Skwer Wołyński in Warszawa']
413,File:51766301.jpg,51766301,Q4669005,Statue of Abraham Lincoln,"statue at the Lincoln Memorial, Washington, D.C.",Statue of Abraham Lincoln,['Abraham Lincoln seated at the Lincoln Memorial']
414,File:141176437.jpg,141176437,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
415,File:72692330.jpg,72692330,Q10299997,Parish Church of Our Lady of the Conception of António Dias,"Ouro Preto, Minas Gerais, Brasil",Parish Church of Our Lady of the Conception of António Dias,['Igreja Matriz de Nossa Senhora da Conceição de Antônio Dias']
416,File:50885062.jpg,50885062,Q51078994,Mário Vilalva,Brazilian diplomat,Mário Vilalva,['Mário Vilalva']
417,File:115259311.jpg,115259311,Q1937809,Mionne,river in Switzerland,Mionne,['Mionne']
418,File:113581740.jpg,113581740,Q188712,Empire of Japan,Empire in the Asia-Pacific region from 1868 to 1947,Empire of Japan,['Empire of Japan']
419,File:136080138.jpg,136080138,Q5004679,path,small road or street,path,['Paths']
420,File:33857297.jpg,33857297,Q1468648,Georgetown,"neighborhood and historic district in Washington, D.C.",Georgetown,"['Georgetown, Washington, D.C.']"
421,File:48353032.jpg,48353032,Q28113394,Tríptico del Calvario,painting by anonymous,Tríptico del Calvario,['Tríptico del Calvario (Museum of Fine Arts of Córdoba)']
422,File:41673195.jpg,41673195,Q13415826,De Bilt,village in the Netherlands,De Bilt,['De Bilt']
423,File:140962583.jpg,140962583,Q744171,OnLive,defunct cloud gaming service,OnLive,['OnLive']
424,File:129529441.jpg,129529441,Q7635970,Sulaiman Shikoh,Mughal prince (1635-1662),Sulaiman Shikoh,['Sulaiman Shikoh']
425,File:107564063.jpg,107564063,Q41176,building,"structure, typically with a roof and walls, standing more or less permanently in one place",building,['Buildings']
426,File:137172324.jpg,137172324,Q5592806,Graham Elliot,American chef,Graham Elliot,['Graham Elliot']
427,File:107015927.jpg,107015927,Q175185,rural area,geographic area that is located outside towns and cities,rural area,['Countryside']
428,File:139335055.jpg,139335055,Q118733334,Ninth Avenue,"street in Austral, New South Wales",Ninth Avenue,"['Ninth Avenue, Austral']"
429,File:68182970.jpg,68182970,Q246363,Erin Hamlin,American luger,Erin Hamlin,['Erin Hamlin']
430,File:65893175.jpg,65893175,Q13058770,Bangabandhu Memorial Museum,museum in Dhaka,Bangabandhu Memorial Museum,['Bangabandhu Memorial Museum']
431,File:54100481.jpg,54100481,Q511873,Merrill McPeak,United States Air Force general,Merrill McPeak,['Merrill McPeak']
