,file_name,wiki_commons_id,wiki_data_id,depicts,description,object_name,categories
228,File:63815629.jpg,63815629,Q26509930,Boundary Wall And Gates At Nottingham Road Methodist Church,"wall in Mansfield, Nottinghamshire, UK",Boundary Wall And Gates At Nottingham Road Methodist Church,NA
229,File:93520845.jpg,93520845,Q3580269,Église Notre-Dame-de-l'Assomption de Bellevaux,"church located in Haute-Savoie, in France",Église Notre-Dame-de-l'Assomption de Bellevaux,"[""Église Notre-Dame-de-l'Assomption de Bellevaux""]"
230,File:134403181.jpg,134403181,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
231,File:93042620.jpg,93042620,Q72752521,Sprookjes uit de nalatenschap van Moeder de Gans,collection highlight from the National Library of the Netherlands,Sprookjes uit de nalatenschap van Moeder de Gans,['Sprookjes uit de nalatenschap van Moeder de Gans']
232,File:75758598.jpg,75758598,Q59856212,Figures at Rio,work of the Brasiliana Iconográfica collection (1 of 5),Figures at Rio,NA
233,File:57588923.jpg,57588923,Q42295,shrub,small- or medium-sized perennial woody plant,shrub,['Shrubs']
234,File:73452285.jpg,73452285,Q5902466,Iran Post Office Building (Tehran),"post office in Tehran, Iranian national heritage site",Iran Post Office Building (Tehran),['Iran Post Office Building (Tehran)']
235,File:78461661.jpg,78461661,Q16095789,Nemai Ghosh,Indian photographer,Nemai Ghosh,['Nemai Ghosh']
236,File:89534368.jpg,89534368,Q12266987,Église de Sainte-Engrâce,"church located in Pyrénées-Atlantiques, in France",Église de Sainte-Engrâce,['Église de Sainte-Engrâce']
237,File:142377730.jpg,142377730,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
238,File:41213125.jpg,41213125,Q2062006,Oude Kwaremont,hill in Belgium,Oude Kwaremont,['Oude Kwaremont']
239,File:122709494.jpg,122709494,Q22698,park,"permanently dedicated recreation area, often open to the public and generally characterized by natural, historic, or landscape features",park,['Parks']
240,File:62986599.jpg,62986599,Q3269695,Lyric Performing Arts Center,"music venue in Baltimore, Maryland, United States",Lyric Performing Arts Center,['Lyric Performing Arts Center (Baltimore)']
241,File:69845109.jpg,69845109,Q64816123,World War II memorial in Hloubětín,memorial in Prague,World War II memorial in Hloubětín,['World War II Memorial in Park Mochovská']
242,File:78875500.jpg,78875500,Q63737519,Oriana Saputo,Boxer from Argentina,Oriana Saputo,['Oriana Saputo']
243,File:127056807.jpg,127056807,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
244,File:42836057.jpg,42836057,Q362737,Wilbur de Paris,American musician,Wilbur de Paris,['Wilbur De Paris']
245,File:60300483.jpg,60300483,Q571,book,medium for recording information (words or images) typically on bound pages or more abstractly in electronic or audio form,book,['Books']
246,File:114770664.jpg,114770664,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
247,File:86827973.jpg,86827973,Q2347996,Mykhailo Kotsiubynskyi,Ukrainian writer (1864-1913),Mykhailo Kotsiubynskyi,['Mykhailo Kotsiubynsky']
248,File:125312426.jpg,125312426,Q1501212,pizzeria,restaurant that sells pizza,pizzeria,['Pizzerias']
249,File:94461404.jpg,94461404,Q66815227,Moinho de vento com velas trapezoidais de madeira,"cultural heritage monument in Viana do Castelo, Portugal",Moinho de vento com velas trapezoidais de madeira,['Moinho de vento com velas trapezoidais de madeira']
250,File:133325272.jpg,133325272,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
251,File:113751938.jpg,113751938,Q7146470,Patrick Faber,Belizean politician,Patrick Faber,['Patrick Faber (politician)']
252,File:72718455.jpg,72718455,Q55050137,St John's Arts Centre,"arts centre in County Kerry, Ireland",St John's Arts Centre,"[""St John's Arts Centre""]"
253,File:124733537.jpg,124733537,Q5017274,Café de Coral,fast food restaurant group,Café de Coral,['Cafe de Coral']
254,File:583918.jpg,583918,Q49745,Soviet War Memorial Schönholzer Heide,"monument in Berlin-Niederschönhausen, Germany",Soviet War Memorial Schönholzer Heide,['Soviet Cenotaph in Berlin (Schönholzer Heide)']
255,File:62517187.jpg,62517187,Q2904018,Mount Pleasant Cemetery,"cemetery in Toronto, Canada",Mount Pleasant Cemetery,['Mount Pleasant Cemetery (Toronto)']
256,File:62784544.jpg,62784544,Q22924359,Maison Le Chalet Blanc,"house in Sceaux, France",Maison Le Chalet Blanc,['Maison Le Chalet Blanc']
257,File:128945234.jpg,128945234,Q1398086,Grubby,Dutch electronic sports player,Grubby,['Grubby']
258,File:66430967.jpg,66430967,Q47067657,Eva García Fabre,politician,Eva García Fabre,['Eva García Fabre']
259,File:109179482.jpg,109179482,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
260,File:133011910.jpg,133011910,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
261,File:109927723.jpg,109927723,Q41176,building,"structure, typically with a roof and walls, standing more or less permanently in one place",building,['Buildings']
262,File:34402307.jpg,34402307,Q7163219,Penn School Historic District,"museum, former African-American school, historic district",Penn School Historic District,['Penn School Historic District']
263,File:21252927.jpg,21252927,Q11265,Times Square–42nd Street/Port Authority Bus Terminal,New York City Subway station,Times Square–42nd Street/Port Authority Bus Terminal,['Times Square – 42nd Street / Port Authority Bus Terminal (New York City Subway)']
264,File:95833113.jpg,95833113,Q2170757,Roxy Theatre,"former movie theater in Midtown Manhattan, New York City, United States",Roxy Theatre,['Roxy Theatre (New York City)']
265,File:83786615.jpg,83786615,Q6103686,Regata Sevilla-Betis,rowing race,Regata Sevilla-Betis,['Regata Sevilla-Betis']
266,File:99596100.jpg,99596100,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
267,File:122886102.jpg,122886102,Q113571957,Halmstad port,"port in Halmstad Municipality, Halland County, Sweden",Halmstad port,['Halmstad hamn']
268,File:46961984.jpg,46961984,Q234731,torii,traditional Japanese gate,torii,['Torii']
269,File:136734487.jpg,136734487,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
270,File:131787850.jpg,131787850,Q5004679,path,small road or street,path,['Paths']
271,File:113189322.jpg,113189322,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
272,File:131363895.jpg,131363895,Q115621122,Chinchilla Café,music venue,Chinchilla Café,['Chinchilla Café']
273,File:106023787.jpg,106023787,Q11875349,playground,place with a specific design for children and other age groups to be able to play there,playground,['Playgrounds']
274,File:146699433.jpg,146699433,Q11946202,butterfly,group of insects in the order Lepidoptera,butterfly,['Butterflies']
275,File:137867754.jpg,137867754,Q1311670,rail infrastructure,immovable parts of rail transport,rail infrastructure,['Rail transport infrastructure']
276,File:110270192.jpg,110270192,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
277,File:51572961.jpg,51572961,Q752091,Konark Sun Temple,"13th century Surya Temple and UNESCO world heritage site in Odisha, India",Konark Sun Temple,['Konark Sun Temple']
278,File:54308971.jpg,54308971,Q1274455,Mohamed Mokrani,Algerian handball player,Mohamed Mokrani,['Mohamed Mokrani']
279,File:35251856.jpg,35251856,Q171043,steam locomotive,railway locomotive that produces its pulling power through a steam engine,steam locomotive,['Steam locomotives']
280,File:122875330.jpg,122875330,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
281,File:107103233.jpg,107103233,Q101246690,Luca Murabito,Swiss gymnast,Luca Murabito,['Luca Murabito']
282,File:21744571.jpg,21744571,Q28125038,Puget Sound Naval Shipyard Historic District,"building in Washington, United States",Puget Sound Naval Shipyard Historic District,['Puget Sound Naval Shipyard Historic District (HABS)']
283,File:63343476.jpg,63343476,Q3998030,Travis Benjamin,American football player (born 1989),Travis Benjamin,['Travis Benjamin']
284,File:113012900.jpg,113012900,Q55075651,upland,non-mountainous region of land which is higher in elevation than adjacent low-lying areas,upland,NA
285,File:802618.jpg,802618,Q2418237,The Kiss,marble sculpture by the French sculptor Auguste Rodin,The Kiss,['The Kiss by Auguste Rodin']
286,File:136743558.jpg,136743558,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
287,File:35825445.jpg,35825445,Q7492599,Sheffield Center Historic District,"historic district in Massachusetts, United States",Sheffield Center Historic District,NA
288,File:83377781.jpg,83377781,Q655318,still rings,artistic gymnastics apparatus,still rings,['Still rings']
289,File:144354551.jpg,144354551,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
290,File:122954038.jpg,122954038,Q113472863,Gašper Kirn,gymnast,Gašper Kirn,['Gašper Kirn']
291,File:83222765.jpg,83222765,Q64010926,Mitch Hinge,Australian rules football player,Mitch Hinge,['Mitchell Hinge']
292,File:124479638.jpg,124479638,Q173387,grave,location where one dead person or a limited amount of people are buried,grave,['Graves']
293,File:95506683.jpg,95506683,Q99859348,The National Patient Safety Agency Regulations 2001,UK Statutory Instrument 2001 No. 1742,The National Patient Safety Agency Regulations 2001,NA
294,File:134640025.jpg,134640025,Q120885011,The Descent from the Cross,painting by Luca Giordano,The Descent from the Cross,['The Descent from the Cross by Luca Giordano - Gallerie Accademia']
295,File:126570746.jpg,126570746,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
296,File:25072611.jpg,25072611,Q2103330,Palaemon serratus,species of crustacean,Palaemon serratus,['Palaemon serratus']
297,File:139445643.jpg,139445643,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
298,File:35669461.jpg,35669461,Q16304480,Saphan Makkhawan Rangsan,bridge in Thailand,Saphan Makkhawan Rangsan,['Saphan Makkhawan Rangsan']
299,File:143555109.jpg,143555109,Q118734149,Welara Avenue,"street in Austral, New South Wales",Welara Avenue,"['Welara Avenue, Austral']"
300,File:121404177.jpg,121404177,Q506,flower,sexual reproductive structure found on flowering plants,flower,['Flowers']
301,File:105250590.jpg,105250590,Q15709582,country lane,narrow road in the countryside,country lane,NA
302,File:5354583.jpg,5354583,Q1586784,Harry Seidel,cyclist,Harry Seidel,['Harry Seidel']
303,File:106852740.jpg,106852740,Q1943500,molinology,study of mills,molinology,NA
304,File:131975601.jpg,131975601,Q360418,construction site,"place where a building is constructed, reconstructed or demolished",construction site,['Construction sites']
305,File:136539888.jpg,136539888,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
306,File:127853827.jpg,127853827,Q5004679,path,small road or street,path,['Paths']
307,File:22083463.jpg,22083463,Q5566267,Gladiatoria,15th-century German combat manual,Gladiatoria,['Ms. KK5013']
308,File:88469644.jpg,88469644,Q1242,Luigi Einaudi,President of Italy from 1948 to 1955,Luigi Einaudi,['Luigi Einaudi']
309,File:145526828.jpg,145526828,Q525,Sun,star at the centre of the Solar System,Sun,['Sun']
310,File:32577753.jpg,32577753,Q5328917,East Main Street Historic District,listed on the NRHP in Kentucky,East Main Street Historic District,NA
311,File:79674989.jpg,79674989,Q56135517,Hortus Eystettensis,1640 book edition,Hortus Eystettensis,"['Hortus Eystettensis (1640, Peter H. Raven Library – BHL 45339)']"
312,File:95552422.jpg,95552422,Q99922918,The Town and Country Planning Act 1971 (Commencement No. 10) (Norfolk and East Suffolk etc.) Order 1972,UK Statutory Instrument 1972 No. 2032 (C. 46),The Town and Country Planning Act 1971 (Commencement No. 10) (Norfolk and East Suffolk etc.) Order 1972,NA
313,File:115243598.jpg,115243598,Q320454,Estadio Azteca BBVA,"football stadium in Mexico City, Mexico",Estadio Azteca BBVA,['Estadio Azteca']
314,File:92371963.jpg,92371963,Q7718,ski jumping,skiing sport with jumping down a hill,ski jumping,['Ski jumping']
315,File:116948800.jpg,116948800,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
316,File:35148622.jpg,35148622,Q3139618,Home Park,Royal park on the eastern side of Windsor Castle,Home Park,"['Home Park, Windsor']"
317,File:82878417.jpg,82878417,Q122177795,The rascal,painting by Albert Becker,The rascal,NA
318,File:66597336.jpg,66597336,Q49246343,Roasting the Christmas Beef in a Cavalry Camp,painting by Frederic Remington,Roasting the Christmas Beef in a Cavalry Camp,NA
319,File:112322171.jpg,112322171,Q12004,Quercus,tree or shrub in the genus Quercus,Quercus,['Quercus']
320,File:120289764.jpg,120289764,Q951483,Jasmine,fictional character from 1992 Disney film Aladdin and its franchise,Jasmine,['Jasmine (Disney)']
321,File:87022499.jpg,87022499,Q2553668,Sint-Pieter en Pauwelkerk,"church in Mol, Belgium",Sint-Pieter en Pauwelkerk,"['Sint-Pieter en Pauwelkerk (Mol, Belgium)']"
322,File:46809969.jpg,46809969,Q1406440,Fermín de Lasala y Collado,Spanish politician and diplomat (1832-1918),Fermín de Lasala y Collado,['Fermín de Lasala y Collado']
323,File:80484467.jpg,80484467,Q50745154,Head Study of a Woman,painting by Ľudovít Pitthordt,Head Study of a Woman,NA
324,File:94582358.jpg,94582358,Q2026639,Noize MC,"russian singer, rapper and actor",Noize MC,['Noize MC']
325,File:137182616.jpg,137182616,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
326,File:97100364.jpg,97100364,Q3761807,Pelteobagrus nudiceps,species of fish,Pelteobagrus nudiceps,NA
327,File:106640189.jpg,106640189,Q7321974,cairn,man-made pile of stones or burial monument,cairn,['Cairns (rock stack landmarks)']
328,File:96038541.jpg,96038541,Q22686,Donald Trump,president of the United States from 2017 to 2021,Donald Trump,['Donald Trump']
329,File:114191093.jpg,114191093,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
330,File:123683722.jpg,123683722,Q33127853,Reichsstraße,"street in Leipzig, Germany",Reichsstraße,['Reichsstraße (Leipzig)']
331,File:116169544.jpg,116169544,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
332,File:131352486.jpg,131352486,Q5113,bird,"class of vertebrates characterized by wings, a feather-covered body and a beak",bird,['Aves']
333,File:36136803.jpg,36136803,Q7554849,Soia Mentschikoff,American lawyer and academic,Soia Mentschikoff,NA
334,File:113108434.jpg,113108434,Q204181,University of Tartu,"university in the city of Tartu, Estonia",University of Tartu,['University of Tartu']
335,File:114430421.jpg,114430421,Q655686,commercial building,building associated with any aspect of the various activities and business relationships of industry and trade,commercial building,['Commerce buildings']
336,File:94783044.jpg,94783044,Q674790,Ignacy Skorupka,Polish chaplain,Ignacy Skorupka,['Ignacy Skorupka']
337,File:98245894.jpg,98245894,Q69525981,Shima-zoroi onna-benkei,series of ukiyo-e by Utagawa Kuniyoshi,Shima-zoroi onna-benkei,['Shima-zoroi onna-benkei by Utagawa Kuniyoshi']
338,File:95580933.jpg,95580933,Q100488174,"The Grammar Schools (Admissions, Scholarships and Special Allowances) Amendment Regulations (Northern Ireland) 1972",Northern Ireland Statutory Rules and Orders 1972 No. 184,"The Grammar Schools (Admissions, Scholarships and Special Allowances) Amendment Regulations (Northern Ireland) 1972",NA
339,File:133493275.jpg,133493275,Q5004679,path,small road or street,path,['Paths']
340,File:85865209.jpg,85865209,Q111261635,Pompa introitus honori serenissimi principis Ferdinandi Austriaci,1641 festival book on the Joyeuse Entrée of Ferdinand of Austria to Antwerp in 1635,Pompa introitus honori serenissimi principis Ferdinandi Austriaci,"['Pompa introitus Ferdinandi Austriaci, Hispaniarum Infantis etc. in urbem Antverpiam']"
341,File:110632672.jpg,110632672,Q817481,Wetherby,"town in West Yorkshire, UK",Wetherby,['Wetherby']
342,File:92846959.jpg,92846959,Q98138047,Alice Erjapea,Estonian civil servant; later pedagogue in Serbia,Alice Erjapea,['Alice Erjapea Bešević']
343,File:17137398.jpg,17137398,Q8001007,Wildcat Creek Bridge,bridge in United States of America,Wildcat Creek Bridge,NA
344,File:114829824.jpg,114829824,Q1081138,historic site,"official location where pieces of political, military or social history have been preserved",historic site,['Historic sites']
345,File:21835440.jpg,21835440,Q337357,Strudlhofstiege,"Outside staircase in Vienna, listed object",Strudlhofstiege,['Strudlhofstiege']
346,File:113605605.jpg,113605605,Q15830233,Josef Kolář,Czech translator (1830–1910),Josef Kolář,['Josef Kolář']
347,File:76448348.jpg,76448348,Q7735,diving,sport of jumping or falling into water from a platform or springboard,diving,['Diving']
348,File:78853519.jpg,78853519,Q62032392,Emma Spence,Canadian artistic gymnast,Emma Spence,['Emma Spence']
349,File:44567662.jpg,44567662,Q7013,Lena Meyer-Landrut,German singer,Lena Meyer-Landrut,['Lena Meyer-Landrut']
350,File:111736738.jpg,111736738,Q238795,St. Vincent,American musician,St. Vincent,['St. Vincent (musician)']
351,File:72801530.jpg,72801530,Q7587188,St. Augustine Light,"lighthouse in Florida, United States",St. Augustine Light,['St. Augustine Light']
352,File:89038570.jpg,89038570,Q2138298,rib vault,architectural element,rib vault,['Gothic rib vaults']
353,File:91902326.jpg,91902326,Q55427295,Gypsy Encampment with Horse and Donkey,painting by Edmund Bristow,Gypsy Encampment with Horse and Donkey,NA
354,File:22905181.jpg,22905181,Q1836605,Drukkerij Wolters-Van Wylick,"building in Venlo, Netherlands",Drukkerij Wolters-Van Wylick,NA
355,File:141770359.jpg,141770359,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
356,File:79424447.jpg,79424447,Q828144,floor exercise,artistic gymnastics apparatus,floor exercise,['Floor (gymnastics)']
357,File:125645957.jpg,125645957,Q294440,public space,places for public use,public space,['Public space']
358,File:78679354.jpg,78679354,Q3395121,wayside shrine,"religious image, usually in some sort of small shelter, placed by a road or pathway",wayside shrine,['Wayside shrines']
359,File:60062562.jpg,60062562,Q1343339,Ennedi Plateau,"mountain range in Chad, Africa",Ennedi Plateau,['Ennedi Plateau']
360,File:94782585.jpg,94782585,Q5878602,Jameh Mosque of Ardakan,"mosque in Ardakan, Iranian national heritage site",Jameh Mosque of Ardakan,['Jameh Mosque of Ardakan']
361,File:134378589.jpg,134378589,Q1662024,industrial district,"place where workers and firms, specialised in a main industry and auxiliary industries, live and work",industrial district,['Industrial districts']
362,File:35162872.jpg,35162872,Q26257337,"Orthodox church of the Pentecost in Micești, Cluj","heritage site in Cluj County, Romania","Orthodox church of the Pentecost in Micești, Cluj","['Orthodox church of the Pentecost in Micești, Cluj']"
363,File:60864838.jpg,60864838,Q16970,church building,building used for Christian worship,church building,['Churches']
364,File:144899843.jpg,144899843,Q5004679,path,small road or street,path,['Paths']
365,File:62910332.jpg,62910332,Q13408,Church of the Holy Spirit,Roman Catholic church in the 12th arrondissement of Paris,Church of the Holy Spirit,['Église du Saint-Esprit (Paris)']
366,File:21410880.jpg,21410880,Q3403032,Prieuré de Saint-André-de-Rosans,"priory located in Hautes-Alpes, in France",Prieuré de Saint-André-de-Rosans,['Prieuré de Saint-André-de-Rosans']
367,File:51425049.jpg,51425049,Q27037794,"Saint Demetrius' church in Poieni, Alba","heritage site in Alba County, Romania","Saint Demetrius' church in Poieni, Alba","[""Saint Demetrius' church in Poieni, Alba""]"
368,File:42898127.jpg,42898127,Q2166761,Wat Suthat,"Buddhist temple in Bangkok, Thailand",Wat Suthat,['Wat Suthat']
369,File:113696187.jpg,113696187,Q6187218,Karl Starbäck,Swedish botanist and mycologist (1863-1931),Karl Starbäck,['Karl Starbäck']
370,File:134441144.jpg,134441144,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
371,File:110349462.jpg,110349462,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
372,File:84073183.jpg,84073183,Q14930898,Chilocorus nigritus,species of insect,Chilocorus nigritus,['Chilocorus nigritus']
373,File:80354545.jpg,80354545,Q927877,Oliver Sykes,British singer,Oliver Sykes,['Oliver Sykes']
374,File:105352610.jpg,105352610,Q34404,New Orleans,"city in Louisiana, United States",New Orleans,['New Orleans']
375,File:68554082.jpg,68554082,Q52161663,Reduction compass-MHS 1939,Reduction compass made by Gassianus in Germany,Reduction compass-MHS 1939,['Reduction compass-MHS 1939']
376,File:53893739.jpg,53893739,Q85328,Raphael Holzhauser,Austrian footballer,Raphael Holzhauser,['Raphael Holzhauser']
377,File:103152777.jpg,103152777,Q213441,shop,place where items or services are sold,shop,['Shops']
378,File:107103915.jpg,107103915,Q863454,pier,"raised structure in a body of water, typically supported by well-spaced piles or pillars",pier,['Piers']
379,File:82824612.jpg,82824612,Q94002,Barbara Stanwyck,American actress (1907–1990),Barbara Stanwyck,['Barbara Stanwyck']
380,File:142448998.jpg,142448998,Q5004679,path,small road or street,path,['Paths']
381,File:143036117.jpg,143036117,Q118732981,Little Street,"street in Austral, New South Wales",Little Street,NA
382,File:100649670.jpg,100649670,Q1919098,City of Melbourne,"local government area in Victoria, Australia",City of Melbourne,['City of Melbourne']
383,File:117812333.jpg,117812333,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
384,File:106086265.jpg,106086265,Q106946126,"Brug 2189, Amstelstroombrug","bridge in Amsterdam, Netherlands","Brug 2189, Amstelstroombrug","['Brug 2189, Amstelstroombrug']"
385,File:133800606.jpg,133800606,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
386,File:115587616.jpg,115587616,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
387,File:29931462.jpg,29931462,Q10884,tree,perennial woody plant,tree,['Trees']
388,File:24083877.jpg,24083877,Q17447764,"Hoogeveenseweg 19, Bruntinge","farmhouse in Midden-Drenthe, Netherlands","Hoogeveenseweg 19, Bruntinge","['Hoogeveenseweg 19, Bruntinge']"
389,File:80639592.jpg,80639592,Q5579559,Golden Hill Jewish Cemetery,"cemetery in Omaha, Nebraska",Golden Hill Jewish Cemetery,['Golden Hill Jewish Cemetery']
390,File:117322449.jpg,117322449,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
391,File:73098781.jpg,73098781,Q10646796,Punkaharju,"esker in Savonlinna, Finland",Punkaharju,['Punkaharju (esker)']
392,File:144126861.jpg,144126861,Q5004679,path,small road or street,path,['Paths']
393,File:136055957.jpg,136055957,Q532,village,small clustered human settlement smaller than a town,village,['Villages']
394,File:82464077.jpg,82464077,Q1799,Wrocław,"city in the Lower Silesian Voivodeship, southwestern Poland, and historical capital of Silesia",Wrocław,['Wrocław']
395,File:62307856.jpg,62307856,Q5401907,Hämeenlinna Church,"church building in Hämeenlinna, Finland",Hämeenlinna Church,['Hämeenlinna Church']
396,File:85341680.jpg,85341680,Q17531252,Roof frame house Keizersgracht 672,painting by Cornelis Gerardus 't Hooft,Roof frame house Keizersgracht 672,NA
397,File:78436920.jpg,78436920,Q692104,parallel bars,apparatus used in men's artistic gymnastics,parallel bars,['Parallel bars']
398,File:107382240.jpg,107382240,Q214,Slovakia,country in Central Europe,Slovakia,['Slovakia']
399,File:121377080.jpg,121377080,Q108797903,Vendôme (César duc de) : 1650 Amiral de France + 1665 BOYER 1786,document from the Boyer collection,Vendôme (César duc de) : 1650 Amiral de France + 1665 BOYER 1786,NA
400,File:139701462.jpg,139701462,Q11451,agriculture,cultivation of plants and animals to provide useful products,agriculture,['Agriculture']
401,File:19231176.jpg,19231176,Q3182920,Johnny Jolly,player of American football,Johnny Jolly,['Johnny Jolly']
402,File:23849293.jpg,23849293,Q3246602,Philippe Marini,French politician,Philippe Marini,['Philippe Marini']
403,File:120606533.jpg,120606533,Q101246568,Ben Schumacher,Swiss gymnast,Ben Schumacher,['Ben Schumacher']
404,File:134379862.jpg,134379862,Q93352,coast,area where land meets the sea or ocean,coast,['Coasts']
405,File:103843617.jpg,103843617,Q20313207,Aubin Grove railway station,"railway station in Western Australia, Australia",Aubin Grove railway station,['Aubin Grove railway station']
406,File:2420043.jpg,2420043,Q470392,Heinz-Steyer-Stadion,stadium in the Saxon city of Dresden,Heinz-Steyer-Stadion,['Heinz-Steyer-Stadion']
407,File:145780846.jpg,145780846,Q17325220,Mona Neubaur,German politician,Mona Neubaur,['Mona Neubaur']
408,File:32525742.jpg,32525742,Q287,wood,fibrous material from trees or other plants,wood,['Wood']
409,File:142804014.jpg,142804014,Q801,Israel,country in Western-Asia,Israel,['Israel']
410,File:141416039.jpg,141416039,Q525,Sun,star at the centre of the Solar System,Sun,['Sun']
411,File:69130665.jpg,69130665,Q123153772,British Rail Class 66 66030,diesel-electric locomotive number 66030 of the UK,British Rail Class 66 66030,['British Rail Class 66/0 66030']
412,File:84137597.jpg,84137597,Q847017,sports club,organization for the purpose of playing one or more sports,sports club,['Sports clubs']
413,File:83433818.jpg,83433818,Q12056,Oschatz,"town in the district Nordsachsen, in the Free State of Saxony, Germany",Oschatz,['Oschatz']
414,File:80223637.jpg,80223637,Q26459,Anas penelope,species of bird,Anas penelope,NA
415,File:126497958.jpg,126497958,Q1311670,rail infrastructure,immovable parts of rail transport,rail infrastructure,['Rail transport infrastructure']
416,File:42936950.jpg,42936950,Q2067482,Huniade Castle,"heritage site in Timiș County, Romania",Huniade Castle,['Huniade castle in Timișoara']
417,File:78920057.jpg,78920057,Q623270,horizontal bar,apparatus used in men's artistic gymnastics,horizontal bar,['Horizontal bar']
418,File:99480148.jpg,99480148,Q99721074,The Criminal Procedure (Amendment) Rules 2009,UK Statutory Instrument 2009 No. 2087 (L. 23),The Criminal Procedure (Amendment) Rules 2009,NA
419,File:103961957.jpg,103961957,Q314003,Stolpersteine,project created by Gunter Demnig for honoring victims of National Socialism,Stolpersteine,['Stolpersteine']
420,File:73341748.jpg,73341748,Q2640874,Diplectrona modesta,species of insect,Diplectrona modesta,['Diplectrona modesta']
421,File:115474992.jpg,115474992,Q101578160,Village church Hirschfelde,"church building in Barnim district, Brandenburg state, Germany",Village church Hirschfelde,['Dorfkirche Hirschfelde (Barnim)']
422,File:101940350.jpg,101940350,Q1326219,Place des Arts,performing arts centre in Montreal,Place des Arts,['Place des Arts']
423,File:24225720.jpg,24225720,Q17405096,Struik,"farmhouse in Rijssen-Holten, Netherlands",Struik,['Struik (Holten)']
424,File:115015989.jpg,115015989,Q3175270,LNER Class A3 4472 “Flying Scotsman”,express steam locomotive,LNER Class A3 4472 “Flying Scotsman”,['LNER Class A3 4472 Flying Scotsman']
425,File:132364311.jpg,132364311,Q36747,Indigenous peoples of the Americas,peoples indigenous to the Western Hemisphere,Indigenous peoples of the Americas,['Indigenous peoples of the Americas']
426,File:106228208.jpg,106228208,Q34442,road,"wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use",road,['Roads']
427,File:125791681.jpg,125791681,Q854680,uneven bars,Wikimedia compound page,uneven bars,['Uneven bars']
428,File:82986420.jpg,82986420,Q548320,friar,member of a mendicant male religious order in the Roman Catholic Church,friar,['Roman Catholic friars']
429,File:23448068.jpg,23448068,Q1801453,Sint-Lambertuskerk,"church building in Buren, Netherlands",Sint-Lambertuskerk,['Sint-Lambertuskerk (Buren)']
430,File:73158783.jpg,73158783,Q2969882,castle of Meung-sur-Loire,"castle in Meung-sur-Loire, France",castle of Meung-sur-Loire,['Château de Meung-sur-Loire']
431,File:110905822.jpg,110905822,Q108651722,Verkehr,"mosaic murals in the staircase area of the Poelchaustraße S-Bahn station in Berlin-Marzahn, Germany",Verkehr,['Verkehr (Wandmosaik)']
432,File:132663896.jpg,132663896,Q89818785,Staré Hraběcí 29,Upper Lusatian house in Staré Hraběcí,Staré Hraběcí 29,['Staré Hraběcí 29']
433,File:115969312.jpg,115969312,Q355304,watercourse,any flowing body of water,watercourse,['Watercourses']
434,File:42185763.jpg,42185763,Q15223090,Harrisburg Historic District,"historic district in Pennsylvania, USA",Harrisburg Historic District,['Harrisburg Historic District']
435,File:49125431.jpg,49125431,Q11571,Cristiano Ronaldo,Portuguese footballer (born 1985),Cristiano Ronaldo,['Cristiano Ronaldo']
436,File:61265865.jpg,61265865,Q22695802,Ildar Dadin,Russian activist,Ildar Dadin,['Ildar Dadin']
437,File:101147572.jpg,101147572,Q978755,Abies lasiocarpa,species of plant,Abies lasiocarpa,['Abies lasiocarpa']
